budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day,Profit,roi
40600000,185,4,34.022209,1,2086,90400000,116.0,Trading Places,7.1,738,1,1983,6,7,49800000,122.66009852216749
9000000,60,4,4.134327,13,66,21510851,84.0,Black Christmas,4.8,119,1,2006,12,25,12510851,139.00945555555555
9000000,68,4,2.062087,9,2086,4777465,97.0,Igby Goes Down,6.5,95,1,2002,9,13,-4222535,-46.91705555555556
9000000,185,4,8.738737,1,2086,4350774,79.0,PCU,6.0,41,1,1994,4,29,-4649226,-51.65806666666667
9000000,195,4,2.365328,1,2086,2955039,97.0,Gracie,6.0,17,1,2007,6,1,-6044961,-67.16623333333334
9000000,2,4,9.933926,1,2086,18663238,84.0,Glee: The Concert Movie,6.8,79,1,2011,8,11,9663238,107.36931111111112
6000000,185,7,5.119593,1,19,14348529,98.0,Barbecue,5.8,214,1,2014,4,30,8348529,139.14215000000002
9000000,195,4,0.717811,1,2086,771499,130.0,Princess Kaiulani,4.8,14,1,2010,5,14,-8228501,-91.42778888888888
5000000,1,4,1.458884,1,11,140666,86.0,Opal Dream,6.1,7,1,2006,11,22,-4859334,-97.18668000000001
9000000,82,4,2.009597,1,2086,1046166,97.0,Undiscovered,4.5,12,1,2005,8,26,-7953834,-88.37593333333334
5000000,3,4,16.072466,1,11,328203506,97.0,Crocodile Dundee,6.3,503,1,1986,9,26,323203506,6464.070119999999
86000000,4,4,18.172736,1,2086,14373825,84.0,Awake,6.3,395,1,2007,11,28,-71626175,-83.28625
8500000,7,4,24.750909,23,2086,32222567,97.0,The Lost Boys,6.8,538,1,1987,7,31,23722567,279.08902352941175
7000000,10,4,17.697042,1,2086,39462438,112.0,Crazy Heart,6.8,274,1,2009,12,16,32462438,463.74911428571426
9250000,10,4,7.000949,25,2086,29174648,125.0,The Rose,6.8,28,1,1979,11,7,19924648,215.4016
8500000,185,4,11.436405,1,2086,22456509,96.0,Baggage Claim,5.6,85,1,2013,9,27,13956509,164.19422352941177
9000000,11,4,14.171759,1,2086,2500000,98.0,Barbarella,5.7,146,1,1968,10,10,-6500000,-72.22222222222221
12000000,195,4,3.604863,1,8,20138836,122.0,The Namesake,6.8,50,1,2006,9,2,8138836,67.82363333333333
8500000,17,4,40.28709,1,2086,43528634,100.0,The DUFF,6.8,1322,1,2015,2,20,35028634,412.10157647058827
22000000,89,4,3.809131,1,2086,5271666,104.0,Glitter,3.4,38,1,2001,9,21,-16728334,-76.03788181818182
8500000,89,4,9.230073,1,1,4440055,119.0,Bright Star,6.8,107,1,2009,11,5,-4059945,-47.76405882352941
12000000,89,4,14.719886,1,8,42345360,145.0,My Name Is Khan,7.7,232,1,2010,2,12,30345360,252.878
9000000,5,4,28.540614,1,2086,6108720,106.0,All Is Lost,6.6,671,1,2013,10,18,-2891280,-32.12533333333333
6500000,14,4,6.787967,1,1,22889018,124.0,The Wind That Shakes the Barley,7.1,154,1,2006,5,18,16389018,252.13873846153848
7700000,3,9,3.353176,1,6,46000000,159.0,Yeh Jawaani Hai Deewani,7.2,79,1,2013,5,31,38300000,497.4025974025974
8250000,10,4,7.973109,23,2086,30000000,171.0,Quo Vadis,7.0,63,1,1951,11,8,21750000,263.6363636363636
8500000,30,4,89.095538,1,2086,38697217,117.0,Nightcrawler,7.6,3395,1,2014,10,23,30197217,355.26137647058823
8500000,11,4,2.62082,1,2086,5001655,104.0,Club Dread,5.1,107,1,2004,2,27,-3498345,-41.157
8200000,3,4,37.960289,1,2086,286214286,174.0,The Sound of Music,7.4,941,1,1965,3,2,278014286,3390.4181219512197
8000000,3,4,21.735068,15,2086,69821334,111.0,Splash,6.1,321,1,1984,3,9,61821334,772.766675
8000000,68,4,14.793177,1,2086,100523181,102.0,Little Miss Sunshine,7.5,1686,1,2006,7,26,92523181,1156.5397624999998
8000000,21,4,51.109279,1,2086,52287414,89.0,Stand by Me,7.8,1522,1,1986,8,22,44287414,553.592675
5000000,5,4,45.490374,1,67,82719885,113.0,28 Days Later,7.1,1777,1,2002,10,31,77719885,1554.3977
8000000,21,4,26.356697,1,2086,43000000,111.0,Escape from Alcatraz,7.2,561,1,1979,6,22,35000000,437.5
8000000,82,4,37.821106,2,2086,26049082,94.0,That Awkward Moment,6.1,1004,1,2014,1,29,18049082,225.61352499999998
6500000,24,4,25.289665,7,141,81974493,142.0,On Her Majesty's Secret Service,6.5,456,1,1969,12,12,75474493,1161.146046153846
14000000,1,4,14.730796,26,2086,18090181,112.0,New Nightmare,6.4,291,1,1994,10,13,4090181,29.21557857142857
8000000,1,4,4.482714,1,2086,22593409,91.0,Drive Me Crazy,5.8,62,1,1999,10,1,14593409,182.4176125
8000000,195,4,4.932893,1,2086,18948425,112.0,Akeelah and the Bee,6.7,81,1,2006,4,28,10948425,136.8553125
8000000,19,4,7.894489,33,2086,17460020,82.0,Half Baked,6.4,177,1,1998,1,16,9460020,118.25025
8000000,185,4,13.987772,1,66,29010817,97.0,New in Town,5.2,99,1,2009,1,30,21010817,262.63521249999997
7000000,4,4,45.310443,1,66,34266564,102.0,American Psycho,7.3,2066,1,2000,4,13,27266564,389.52234285714286
8000000,19,4,9.799177,1,1,16856124,93.0,The Good Girl,6.1,181,1,2002,1,12,8856124,110.70155
8000000,17,7,5.069095,1,9,12671300,116.0,Bon Cop Bad Cop,6.5,42,1,2006,7,6,4671300,58.39124999999999
8000000,18,4,13.517017,1,2086,10629321,118.0,The Boondock Saints II: All Saints Day,5.9,261,1,2009,11,24,2629321,32.8665125
8000000,185,4,45.395839,1,2086,74952305,92.0,Easy A,6.7,2210,1,2010,9,10,66952305,836.9038125
8000000,5,4,5.93923,1,2086,8279017,92.0,Shadow of the Vampire,6.6,148,1,2000,5,15,279017,3.4877125
8000000,185,4,11.837067,1,2086,10130000,104.0,Prom,5.7,134,1,2011,4,29,2130000,26.625
8000000,1,4,21.024346,1,2086,5659286,90.0,Anomalisa,7.0,459,1,2015,12,30,-2340714,-29.258925
8000000,68,4,7.235794,1,67,18124262,129.0,Another Year,7.0,97,1,2010,11,5,10124262,126.553275
8000000,32,4,8.403859,1,2086,2275557,79.0,Showdown in Little Tokyo,5.7,95,1,1991,8,23,-5724443,-71.5555375
8000000,68,4,13.143045,4,2086,6491240,101.0,It's Kind of a Funny Story,6.9,672,1,2010,7,6,-1508760,-18.8595
8000000,89,4,8.717235,2,2086,589304,106.0,Prefontaine,6.7,21,1,1997,1,24,-7410696,-92.63369999999999
8000000,1,4,35.735689,1,2086,63464861,104.0,Begin Again,7.3,1254,1,2013,9,7,55464861,693.3107625
8000000,89,4,7.433574,1,2086,852872,112.0,Down in the Valley,5.9,63,1,2005,5,13,-7147128,-89.3391
8000000,4,4,4.090382,1,2086,458232,99.0,Brooklyn Rules,5.8,18,1,2007,4,30,-7541768,-94.27210000000001
8000000,1,4,5.244518,1,9,426224,91.0,Fido,6.6,135,1,2006,9,7,-7573776,-94.67219999999999
8000000,17,4,10.791954,1,10,3453043,98.0,Wild Target,6.4,215,1,2010,6,17,-4546957,-56.8369625
8000000,195,4,6.500835,1,1,53086,112.0,Aloft,5.1,41,1,2014,2,12,-7946914,-99.33642499999999
8000000,1,13,39.338097,1,11,553171,124.0,Akira,7.8,773,1,1988,7,16,-7446829,-93.0853625
22000000,8,4,12.893219,1,93,413454,97.0,The Death and Life of Bobby Z,5.8,103,1,2007,7,23,-21586546,-98.12066363636363
7800000,7,4,11.000654,1,10,22441323,102.0,Swimming Pool,6.4,153,1,2003,5,18,14641323,187.70926923076922
7500000,68,4,19.585801,1,2086,145793296,99.0,Driving Miss Daisy,7.0,350,1,1989,12,13,138293296,1843.9106133333332
7500000,1,1,17.318839,2,2,32392047,91.0,Rumble in the Bronx,6.5,240,1,1995,1,30,24892047,331.89396
6500000,68,4,29.01153,1,2086,24793509,92.0,Thank You for Smoking,7.1,664,1,2005,9,5,18293509,281.4386
10200000,36,4,20.745052,1,2086,35619521,93.0,Hostel: Part II,5.6,453,1,2007,6,8,25419521,249.21099019607846
7500000,89,4,16.990308,2,141,26096852,100.0,An Education,6.8,409,1,2009,10,29,18596852,247.95802666666668
10284523,61,4,4.820166,1,2086,11588205,104.0,Shopgirl,5.7,75,1,2005,10,21,1303682,12.676154256254762
6500000,19,4,8.526635,1,66,12633747,105.0,Narc,6.8,142,1,2002,1,14,6133747,94.36533846153846
8000000,185,4,14.652342,9,2086,10848783,92.0,Extract,5.7,192,1,2009,9,3,2848783,35.6097875
8000000,195,4,7.802245,1,2,5634828,113.0,Albert Nobbs,6.2,132,1,2011,12,21,-2365172,-29.564649999999997
7500000,34,3,25.281197,1,6,19000000,107.0,The Wave,7.5,841,1,2008,3,11,11500000,153.33333333333334
7000000,6,4,38.150787,1,1,1333124,117.0,The Neon Demon,6.4,887,1,2016,6,8,-5666876,-80.95537142857142
7300000,1,4,16.829837,1,67,10329747,103.0,Harry Brown,6.7,348,1,2009,11,11,3029747,41.50338356164384
7500000,61,4,19.782725,1,2086,231411584,96.0,Juno,7.0,2244,1,2007,12,5,223911584,2985.4877866666666
7200000,24,4,34.634181,7,141,116019547,120.0,Diamonds Are Forever,6.3,553,1,1971,12,13,108819547,1511.3825972222223
4000000,10,4,18.422323,46,2086,92921203,95.0,Flashdance,6.1,302,1,1983,4,14,88921203,2223.030075
7500000,61,4,45.610993,1,2086,60722734,95.0,(500) Days of Summer,7.2,2904,1,2009,7,17,53222734,709.6364533333333
7000000,89,4,17.681707,1,1,116700000,121.0,The Piano,7.1,281,1,1993,5,19,109700000,1567.142857142857
7000000,23,4,35.897151,1,2086,167221571,110.0,Magic Mike,6.1,1040,1,2012,6,28,160221571,2288.8795857142854
7000000,24,4,30.465138,7,67,161777836,121.0,Live and Let Die,6.4,533,1,1973,7,5,154777836,2211.111942857143
6600000,185,4,4.492455,1,2086,37710610,112.0,Jumping the Broom,6.0,56,1,2011,5,6,31110610,471.3728787878788
7000000,32,4,17.717681,1,1,54600000,93.0,"Good Night, and Good Luck.",6.8,273,1,2005,9,16,47600000,680.0
7000000,21,4,17.434862,1,66,49084830,114.0,Capote,6.8,384,1,2005,9,30,42084830,601.2118571428571
7000000,3,4,25.511217,1,2086,25405445,104.0,Desperado,6.8,881,1,1995,8,25,18405445,262.93492857142854
9000000,1,4,12.268143,23,2086,25000000,119.0,Logan's Run,6.6,269,1,1976,6,23,16000000,177.77777777777777
7000000,24,4,30.214716,7,141,97572000,125.0,The Man with the Golden Gun,6.3,524,1,1974,12,1,90572000,1293.8857142857144
7000000,1,4,6.872784,1,2086,20256975,96.0,Action Jackson,4.9,50,1,1988,2,12,13256975,189.38535714285715
7000000,36,4,14.741589,1,2086,36433975,89.0,Devil's Due,4.4,216,1,2014,1,8,29433975,420.4853571428571
7000000,82,4,5.500324,9,2086,14702438,92.0,Flirting with Disaster,6.3,66,1,1996,3,22,7702438,110.03482857142856
700000,2,4,29.761163,1,2086,17986781,103.0,Dope,7.2,691,1,2015,6,19,17286781,2469.540142857143
7000000,8,4,2.772178,1,2086,14011454,97.0,In Too Deep,6.2,17,1,1999,8,25,7011454,100.16362857142857
7000000,36,4,19.301432,1,2086,16829545,89.0,House of 1000 Corpses,6.0,306,1,2003,4,11,9829545,140.42207142857143
7000000,68,4,23.612409,2,4,31430334,105.0,A Serious Man,6.6,483,1,2009,10,2,24430334,349.0047714285714
7000000,13,4,8.079046,1,2086,14618727,116.0,Beyond the Lights,7.0,139,1,2014,9,10,7618727,108.83895714285714
7000000,195,4,14.672151,1,13,8373585,164.0,The Last Temptation of Christ,7.0,201,1,1988,8,12,1373585,19.622642857142857
7000000,6,4,2.627232,1,2086,7292175,96.0,Outside Providence,5.6,30,1,1999,8,16,292175,4.173928571428571
7,1,4,4.857028,1,67,5,90.0,Split Second,5.7,63,1,1992,5,1,-2,-28.57142857142857
7000000,2,4,2.206097,1,2086,4720371,113.0,The Other Side of Heaven,6.7,14,1,2001,4,12,-2279629,-32.56612857142857
7000000,89,9,3.721858,1,6,29385320,192.0,Veer-Zaara,7.4,64,1,2004,11,12,22385320,319.7902857142857
7000000,22,4,7.051521,1,2086,2062066,104.0,Auto Focus,6.1,56,1,2002,10,18,-4937934,-70.54191428571428
7000000,34,4,21.276864,1,141,6038942,112.0,We Need to Talk About Kevin,7.4,677,1,2011,9,28,-961058,-13.7294
7000000,185,4,2.550045,1,66,1246141,100.0,Losin' It,4.5,31,1,1983,4,8,-5753859,-82.19798571428572
7000000,195,4,13.635828,1,2086,382946,106.0,Hesher,6.7,212,1,2010,1,22,-6617054,-94.52934285714286
7000000,13,4,8.184588,1,2086,573335,103.0,Freeheld,7.1,164,1,2015,10,2,-6426665,-91.8095
7000000,185,4,2.26778,1,33,453079,108.0,The Extra Man,5.9,29,1,2010,8,1,-6546921,-93.52744285714286
7000000,8,21,3.120016,1,4,1310673,170.0,Hard to Be a God,6.7,41,1,2013,2,27,-5689327,-81.2761
6000000,18,4,34.917447,1,66,30471,108.0,The Boondock Saints,7.2,837,1,1999,1,22,-5969529,-99.49215
7000000,1,21,5.33861,1,4,12400000,76.0,The Snow Queen,5.1,47,1,2012,10,11,5400000,77.14285714285715
7000000,4,4,8.591387,1,66,8900000,97.0,Stargate: The Ark of Truth,6.9,140,1,2008,3,11,1900000,27.142857142857142
6900000,68,4,26.181753,1,2086,7993039,102.0,Dazed and Confused,7.4,583,1,1993,9,24,1093039,15.841144927536233
6900000,60,4,25.613197,1,2086,44287131,101.0,House at the End of the Street,5.6,555,1,2012,9,21,37387131,541.8424782608696
6800000,1,7,21.285206,1,4,7103838,130.0,Incendies,7.9,479,1,2010,9,4,303838,4.468205882352941
6500000,36,4,60.225219,1,2086,255273813,99.0,Annabelle,5.6,1517,1,2014,10,2,248773813,3827.2894307692304
6500000,21,4,17.705671,13,2086,57504069,112.0,Boyz n the Hood,7.4,364,1,1991,7,12,51004069,784.6779846153846
6500000,13,4,6.847099,1,2086,54215416,108.0,La Bamba,6.8,116,1,1987,7,24,47715416,734.0833230769231
6500000,17,4,11.208769,1,2086,31899000,105.0,Dressed to Kill,6.8,157,1,1980,6,25,25399000,390.75384615384615
6500000,1,4,11.142389,28,2086,28451622,98.0,Go,7.0,196,1,1999,4,9,21951622,337.71726153846157
6500000,61,4,11.885221,2,2086,13368437,88.0,Friends with Money,5.1,128,1,2006,9,7,6868437,105.66826153846154
6500000,6,4,12.524953,33,2086,12376563,131.0,The Andromeda Strain,7.0,190,1,1971,3,12,5876563,90.40866153846154
6500000,195,4,40.688426,1,67,17693675,100.0,Shame,7.0,875,1,2011,10,2,11193675,172.2103846153846
6500000,10,4,24.0034,1,67,11850214,105.0,Layer Cake,7.0,559,1,2004,9,30,5350214,82.31098461538463
6500000,34,4,16.574756,1,141,2401510,116.0,The East,6.5,305,1,2013,5,31,-4098490,-63.05369230769231
6500000,13,4,5.483531,1,2086,1548955,96.0,A Home at the End of the World,6.8,45,1,2004,7,23,-4951045,-76.16992307692307
6500000,32,4,8.432401,1,2086,1521261,113.0,The Messenger,7.1,119,1,2009,11,13,-4978739,-76.59598461538462
6400000,13,4,74.234793,1,141,78371200,108.0,The Terminator,7.3,4128,1,1984,10,26,71971200,1124.55
4800000,61,3,11.086001,1,6,79384880,121.0,"Good bye, Lenin!",7.4,586,1,2003,2,9,74584880,1553.8516666666667
4000000,11,4,14.961629,1,2086,14237000,91.0,The Return of the Living Dead,7.3,267,1,1985,5,15,10237000,255.925
6000000,17,4,16.139771,1,2086,2122561,94.0,Mallrats,6.8,392,1,1995,10,20,-3877439,-64.62398333333333
6000000,3,4,67.608041,1,2086,181813770,110.0,Grease,7.2,1581,1,1978,7,7,175813770,2930.2295
6000000,1,4,49.802914,1,141,138530565,120.0,Platoon,7.5,1205,1,1986,12,18,132530565,2208.8427500000003
6000000,1,4,24.499996,1,2086,102308889,110.0,Butch Cassidy and the Sundance Kid,7.4,650,1,1969,9,23,96308889,1605.1481500000002
6000000,5,4,59.961523,5,2086,102272727,139.0,Mary Poppins,7.4,1183,1,1964,8,27,96272727,1604.54545
6000000,1,4,23.431117,1,2086,43656822,152.0,West Side Story,7.0,389,1,1961,10,18,37656822,627.6137
6000000,185,4,15.929648,1,2086,39846344,98.0,Caddyshack,6.6,365,1,1980,7,25,33846344,564.1057333333333
6000000,61,4,5.537646,2,2086,25059640,106.0,The Wood,7.1,34,1,1999,7,16,19059640,317.66066666666666
6000000,8,4,64.025031,1,2086,23341568,106.0,The Usual Suspects,8.1,3254,1,1995,7,19,17341568,289.0261333333333
8000000,60,4,12.654051,26,2086,22168359,89.0,A Nightmare on Elm Street 5: The Dream Child,5.5,245,1,1989,8,11,14168359,177.1044875
6000000,89,4,40.196514,1,2086,44703995,109.0,The Wrestler,7.3,1000,1,2008,9,7,38703995,645.0665833333334
6000000,14,4,7.60445,1,2086,20400000,144.0,Duel in the Sun,6.2,37,1,1946,12,31,14400000,240.0
6000000,1,4,24.351305,1,2086,50244700,99.0,Escape from New York,6.9,703,1,1981,5,22,44244700,737.4116666666666
6000000,18,4,12.601677,1,2086,18197398,89.0,Daddy Day Camp,4.4,91,1,2007,8,8,12197398,203.2899666666667
12716953,2,1,7.077505,1,1,18814720,113.0,Mr. Nice Guy,6.3,128,1,1997,1,31,6097767,47.94990592479189
6000000,10,4,4.053017,3,2086,18750246,91.0,A Mighty Wind,6.6,74,1,2003,4,16,12750246,212.5041
6000000,4,4,15.639016,1,141,58000000,99.0,Sliding Doors,6.5,354,1,1998,4,23,52000000,866.6666666666666
6000000,1,4,3.89204,1,2086,12000000,98.0,Tales from the Hood,5.4,32,1,1995,5,24,6000000,100.0
6000000,195,4,26.286954,1,1,48027970,121.0,The Last King of Scotland,7.4,558,1,2006,9,1,42027970,700.4661666666666
5000000,60,4,8.008844,1,2086,11642254,96.0,Halloween 5: The Revenge of Michael Myers,5.2,183,1,1989,10,12,6642254,132.84508
5000000,7,4,12.68514,1,2086,9206470,100.0,Bernie,6.5,320,1,2012,4,27,4206470,84.1294
6000000,16,4,0.041651,1,1,7518876,42.0,Dolphins and Whales: Tribes of the Ocean,8.0,3,1,2008,2,15,1518876,25.3146
6000000,61,4,3.561198,46,2086,6852450,101.0,200 Cigarettes,6.1,44,1,1999,2,26,852450,14.207500000000001
6000000,34,4,14.988746,1,2086,13231461,96.0,The Words,6.4,379,1,2012,9,7,7231461,120.52435
6000000,23,4,6.497285,1,2086,6670712,104.0,City Island,6.9,113,1,2009,3,6,670712,11.178533333333334
6000000,1,4,19.411141,1,3,19560274,96.0,The Guard,6.8,372,1,2011,7,7,13560274,226.00456666666668
7000000,185,4,7.034618,23,2086,6230276,94.0,College,4.8,48,1,2008,8,28,-769724,-10.996057142857143
6000000,89,4,26.218912,2,2086,10409377,97.0,The Virgin Suicides,7.1,817,1,1999,4,21,4409377,73.48961666666666
5500000,23,4,15.015271,1,2086,5483299,120.0,Wish I Was Here,6.4,300,1,2014,1,18,-16701,-0.30365454545454545
6000000,185,4,5.696491,1,2086,4398989,95.0,Simply Irresistible,5.5,52,1,1999,2,5,-1601011,-26.68351666666667
6000000,17,4,5.411243,1,2086,3283371,99.0,Only the Strong,6.9,29,1,1993,8,27,-2716629,-45.27715
6000000,32,4,6.27257,1,66,2944752,94.0,Shattered Glass,6.6,111,1,2003,11,14,-3055248,-50.9208
6000000,3,4,4.148253,1,2086,2025238,95.0,Novocaine,6.0,44,1,2001,11,23,-3974762,-66.24603333333333
6244087,1,4,14.970654,1,2086,638641,145.0,The Wild Bunch,7.6,259,1,1969,6,17,-5605446,-89.77206755767496
6000000,195,4,7.161051,1,2086,2899975,99.0,The Wackness,6.2,94,1,2008,7,3,-3100025,-51.66708333333333
6000000,6,4,1.478505,1,2086,869325,107.0,Beastmaster 2: Through the Portal of Time,4.6,17,1,1991,6,8,-5130675,-85.51125
6000000,195,4,0.215464,1,2086,399611,97.0,The 5th Quarter,4.7,12,1,2011,3,25,-5600389,-93.33981666666666
134005,32,4,2.260315,1,4,1332231,104.0,Snow Flower and the Secret Fan,5.3,22,1,2011,7,15,1198226,894.1651430916756
12000000,30,4,10.19041,1,33,66351,95.0,Deadfall,5.6,224,1,2012,11,8,-11933649,-99.447075
5952000,5,4,18.119265,1,9,2120439,87.0,Videodrome,7.1,454,1,1983,2,4,-3831561,-64.37434475806452
5300000,19,7,13.034602,1,19,3897799,122.0,The Spanish Apartment,7.0,266,1,2002,5,17,-1402201,-26.456622641509437
6000000,195,4,6.349218,2,2086,32251,86.0,Song One,5.5,87,1,2014,1,20,-5967749,-99.46248333333332
4000000,14,16,5.013575,1,2,530048,103.0,Winter in Wartime,6.8,66,1,2008,11,17,-3469952,-86.7488
5800000,4,4,4.49029,1,33,6800000,133.0,The Train,7.2,72,1,1964,9,21,1000000,17.24137931034483
6000000,19,23,11.81832,1,1,27165581,108.0,The Protector,6.8,167,1,2005,8,11,21165581,352.7596833333333
3500159,61,4,22.054546,1,1,76578641,112.0,Bend It Like Beckham,6.2,578,1,2002,4,11,73078482,2087.861779993423
5800000,5,4,3.201886,1,2086,7000000,95.0,Crossover,4.2,10,1,2006,9,1,1200000,20.689655172413794
5500000,7,4,28.500913,33,2086,159616327,129.0,The Sting,7.9,622,1,1973,12,25,154116327,2802.115036363636
5500000,32,4,10.439971,1,67,58972904,123.0,Chariots of Fire,6.8,207,1,1981,5,15,53472904,972.2346181818182
5500000,14,4,19.127239,1,2086,15700000,105.0,High Plains Drifter,7.4,278,1,1973,4,19,10200000,185.45454545454544
5500000,5,4,2.141143,1,2086,4865000,95.0,Galaxina,3.3,16,1,1980,6,6,-635000,-11.545454545454545
4361898,82,4,2.080741,1,9,3031801,92.0,Mambo Italiano,5.6,28,1,2003,6,6,-1330097,-30.493537446313507
5000000,13,4,7.79068,4,66,2466444,104.0,Wonderland,6.2,73,1,2003,10,23,-2533556,-50.67112
6500000,195,4,15.580335,3,2086,37295445,120.0,Do the Right Thing,7.6,292,1,1989,6,30,30795445,473.77607692307697
2200000,195,9,5.206967,1,6,11502151,157.0,Rang De Basanti,7.2,97,1,2006,1,26,9302151,422.8250454545455
5500000,195,4,5.033065,1,1,5000000,120.0,Miss Julie,5.9,45,1,2014,9,7,-500000,-9.090909090909092
4000000,36,4,42.187986,1,2086,152925093,92.0,Saw II,6.3,1251,1,2005,10,28,148925093,3723.127325
15000000,2,4,53.698683,1,2086,108286421,103.0,10 Cloverfield Lane,6.8,2468,1,2016,3,10,93286421,621.9094733333334
5000000,1,4,14.752587,1,2086,64282312,87.0,Jackass: The Movie,6.1,345,1,2002,10,21,59282312,1185.64624
4900000,60,4,48.170508,1,2086,44107032,81.0,Lights Out,6.3,1129,1,2016,7,21,39207032,800.1435102040816
5000000,36,4,29.15813,2,2086,205703818,83.0,Paranormal Activity 3,5.9,669,1,2011,10,19,200703818,4014.07636
5000000,36,4,56.30466,1,11,103590271,89.0,Ouija,4.9,983,1,2014,10,24,98590271,1971.8054200000001
5000000,60,4,17.304055,3,2086,44793222,96.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,1,1987,2,27,39793222,795.86444
5500000,68,5,9.59729,1,3,99067206,115.0,Instructions Not Included,7.5,205,1,2013,7,20,93567206,1701.2219272727273
5000000,36,4,20.326337,2,2086,142817992,95.0,Paranormal Activity 4,5.2,563,1,2012,10,17,137817992,2756.35984
4100000,195,4,4.028875,25,2086,36000000,135.0,The Robe,6.4,42,1,1953,9,16,31900000,778.0487804878048
5000000,185,4,6.470766,1,67,41833347,113.0,The Return of the Pink Panther,6.7,137,1,1975,5,21,36833347,736.6669400000001
11000000,1,4,16.856231,26,2086,34872033,89.0,Freddy's Dead: The Final Nightmare,5.1,272,1,1991,9,5,23872033,217.0184818181818
8000000,21,4,19.683187,1,2086,60378584,110.0,Monster,7.0,485,1,2003,11,16,52378584,654.7323
5000000,3,4,9.358197,5,2086,28200000,127.0,"20,000 Leagues Under the Sea",6.8,157,1,1954,12,23,23200000,463.99999999999994
5000000,60,4,19.984477,1,2086,86362372,84.0,Paranormal Activity: The Marked Ones,5.2,449,1,2014,1,1,81362372,1627.24744
5000000,32,4,30.271066,1,141,26010864,124.0,The Elephant Man,7.9,719,1,1980,10,2,21010864,420.21727999999996
5000000,32,4,59.454473,1,2086,55198285,117.0,Dallas Buyers Club,7.9,2886,1,2013,9,7,50198285,1003.9657
3300000,6,4,20.304235,1,2086,64110728,83.0,The Lazarus Effect,5.1,505,1,2015,1,29,60810728,1842.7493333333334
9000000,5,4,60.715151,1,2086,39723096,113.0,Memento,8.1,4028,1,2000,10,11,30723096,341.3677333333333
5000000,36,4,35.871248,1,2086,44030246,104.0,Oculus,6.3,1050,1,2013,9,8,39030246,780.60492
5000000,185,4,18.077963,1,2086,26888376,97.0,Clerks II,6.9,398,1,2006,5,25,21888376,437.76752
5000000,1,4,20.428237,1,10,110000000,110.0,Billy Elliot,7.4,750,1,2000,5,18,105000000,2100.0
4600000,68,4,32.14444,1,2086,23198652,103.0,The Way Way Back,7.1,688,1,2013,6,6,18598652,404.31852173913046
3500000,1,4,3.656491,1,11,20659423,104.0,The Man from Snowy River,6.8,37,1,1982,3,2,17159423,490.2692285714286
10000000,68,4,15.688439,1,2086,17273593,90.0,Our Idiot Brother,5.9,365,1,2011,8,26,7273593,72.73593000000001
5000000,8,4,22.9951,1,1,24804129,134.0,Race,7.1,478,1,2016,2,19,19804129,396.08258
5000000,60,4,26.510558,1,2086,40100000,93.0,"As Above, So Below",6.1,766,1,2014,8,14,35100000,702.0
5000000,195,4,35.307577,1,2086,43884652,99.0,Still Alice,7.5,1104,1,2014,12,5,38884652,777.69304
5000000,7,4,4.079111,25,2086,15000000,139.0,The Egyptian,6.0,11,1,1954,8,25,10000000,200.0
5000000,25,4,7.058868,1,2086,19905359,99.0,Nighthawks,6.4,86,1,1981,3,17,14905359,298.10718
5000000,60,4,12.904615,1,2086,14000000,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,1,1989,7,28,9000000,180.0
5000000,61,4,18.115566,1,66,368744044,95.0,My Big Fat Greek Wedding,6.2,671,1,2002,2,22,363744044,7274.880880000001
5000000,22,4,62.554173,1,33,31724284,94.0,Spring Breakers,5.0,1551,1,2013,1,24,26724284,534.48568
5000000,60,4,9.483717,9,2086,15116634,88.0,Halloween: The Curse of Michael Myers,5.0,170,1,1995,9,29,10116634,202.33268
4000000,7,4,49.12486,1,4,30039392,99.0,Shaun of the Dead,7.5,2420,1,2004,4,9,26039392,650.9848
5000000,3,4,5.960149,1,2086,13269963,135.0,Lone Star,6.9,77,1,1996,6,21,8269963,165.39926
5000000,60,4,9.302349,13,2086,17768757,88.0,Halloween 4: The Return of Michael Myers,5.9,209,1,1988,10,21,12768757,255.37514
5000000,1,4,8.452666,1,2086,12232628,107.0,Lone Wolf McQuade,5.5,67,1,1983,4,14,7232628,144.65256
5000000,5,4,17.028252,1,66,25562924,86.0,Apollo 18,5.0,356,1,2011,7,20,20562924,411.25847999999996
5000000,68,4,19.336367,1,2086,16174377,102.0,Sunshine Cleaning,6.5,255,1,2008,1,18,11174377,223.48754
5000000,32,4,38.006982,1,2086,54418872,103.0,No Escape,6.7,777,1,2015,8,26,49418872,988.37744
5000000,1,4,0.835617,1,2086,12200000,139.0,Solomon and Sheba,5.4,8,1,1959,12,25,7200000,144.0
20000000,17,4,14.947588,1,2086,21164799,92.0,Fifty Shades of Black,4.3,331,1,2016,1,28,1164799,5.823995
4,9,4,1.199451,46,2086,25,89.0,A Farewell to Arms,6.2,28,1,1932,12,8,21,525.0
8000000,7,7,3.03091,1,4,3432342,99.0,The Barbarian Invasions,6.7,77,1,2003,5,21,-4567658,-57.095724999999995
