budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1890, ""name"": ""camping""}, {""id"": 5767, ""name"": ""summer camp""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 193575, ""name"": ""b horror""}, {""id"": 207969, ""name"": ""brisbane queensland""}]",en,16.517777,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Georgetown Productions, Inc."", ""id"": 7512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-05-01,21722776,87.0,Friday the 13th Part 2,6.0,315
1250000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1333, ""name"": ""desperation""}, {""id"": 2677, ""name"": ""weekend""}, {""id"": 6662, ""name"": ""delirium""}, {""id"": 6782, ""name"": ""addiction""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 156318, ""name"": ""bats""}, {""id"": 161043, ""name"": ""suicidal thoughts""}, {""id"": 171567, ""name"": ""low self esteem""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 201456, ""name"": ""paranoid""}]",en,6.903314,"[{""name"": ""Paramount"", ""id"": 6033}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-11-25,11000000,101.0,The Lost Weekend,7.4,112
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 9794, ""name"": ""toxic""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 15167, ""name"": ""police detective""}, {""id"": 18082, ""name"": ""flamethrower""}, {""id"": 41267, ""name"": ""bum""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 158927, ""name"": ""police investigation""}, {""id"": 195331, ""name"": ""nuclear waste""}, {""id"": 232085, ""name"": ""hobo""}]",en,4.45544,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""C.H.U.D. Productions"", ""id"": 85889}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-08-31,3412497,88.0,C.H.U.D.,5.3,62
0,"[{""id"": 18, ""name"": ""Drama""}]",[],en,0.106949,[],[],2013-04-19,0,100.0,Filly Brown,5.9,10
15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 155921, ""name"": ""palm sunday""}, {""id"": 155924, ""name"": ""jerusalem judah""}, {""id"": 155926, ""name"": ""bethlehem judah""}]",en,0.165909,"[{""name"": ""Sunrise Productions"", ""id"": 30216}, {""name"": ""Animated Family Films"", ""id"": 30217}, {""name"": ""Character Matters"", ""id"": 30218}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-03,0,87.0,The Lion of Judah,5.8,2
1250000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 389, ""name"": ""clock tower""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 5739, ""name"": ""waterfall""}, {""id"": 6662, ""name"": ""delirium""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 10424, ""name"": ""tour guide""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 15290, ""name"": ""pursuit""}, {""id"": 155440, ""name"": ""hitchcockian""}, {""id"": 167942, ""name"": ""screaming""}, {""id"": 175316, ""name"": ""unconsciousness""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 234197, ""name"": ""adultress""}]",en,9.903992,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1953-01-21,8500000,92.0,Niagara,6.7,79
1250000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1209, ""name"": ""wales""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 164742, ""name"": ""coal mining""}]",en,7.70019,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1941-10-28,6000000,118.0,How Green Was My Valley,6.8,72
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",[],en,4.480579,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-22,0,123.0,Da Sweet Blood of Jesus,4.1,13
1200000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 2249, ""name"": ""camcorder""}, {""id"": 2874, ""name"": ""spanner""}, {""id"": 3201, ""name"": ""orgasm""}, {""id"": 3297, ""name"": ""videoband""}, {""id"": 4115, ""name"": ""longing""}, {""id"": 4316, ""name"": ""safe sex""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 178649, ""name"": ""voyeurism""}]",en,10.869492,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Virgin"", ""id"": 1419}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-08-18,0,100.0,"Sex, Lies, and Videotape",6.7,185
1200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 1366, ""name"": ""shotgun""}, {""id"": 13000, ""name"": ""based on short film""}, {""id"": 13125, ""name"": ""sadist""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 157367, ""name"": ""chained""}, {""id"": 157375, ""name"": ""bludgeoning""}, {""id"": 157376, ""name"": ""game of death""}]",en,63.655973,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}, {""name"": ""Saw Productions Inc."", ""id"": 55405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-01,103911669,103.0,Saw,7.2,2184
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 567, ""name"": ""alcohol""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2993, ""name"": ""police chief""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 8233, ""name"": ""cops""}, {""id"": 9702, ""name"": ""broken lizard""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11734, ""name"": ""police corruption""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 226825, ""name"": ""shenanigans""}]",en,16.312803,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Broken Lizard Industries"", ""id"": 2773}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,18492362,100.0,Super Troopers,6.6,362
1,[],[],en,0.025364,"[{""name"": ""Zelko Films"", ""id"": 62451}]","[{""iso_3166_1"": ""DZ"", ""name"": ""Algeria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-07,0,99.0,The Algerian,0.0,0
1300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 187056, ""name"": ""woman director""}]",es,1.473405,"[{""name"": ""Cine Canibal"", ""id"": 16496}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2013-08-10,0,87.0,The Amazing Catfish,5.7,17
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 516, ""name"": ""child abuse""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 10540, ""name"": ""bollywood""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 220451, ""name"": ""wedding arranger""}, {""id"": 220453, ""name"": ""class system""}]",hi,8.109958,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Mirabai Films"", ""id"": 6235}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2001-08-30,0,114.0,Monsoon Wedding,6.8,57
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 10183, ""name"": ""independent film""}]",en,7.142448,"[{""name"": ""Cappa Productions"", ""id"": 691}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}, {""name"": ""Crush Entertainment"", ""id"": 68304}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-11-17,0,111.0,You Can Count on Me,6.8,88
1200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1415, ""name"": ""small town""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4908, ""name"": ""leave""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 189421, ""name"": ""female corpse""}]",en,6.920873,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfred J. Hitchcock Productions"", ""id"": 10715}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1955-10-03,7000000,99.0,The Trouble with Harry,6.9,149
0,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1862, ""name"": ""coming out""}, {""id"": 2920, ""name"": ""cheerleader""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 34215, ""name"": ""lesbian interest""}, {""id"": 187056, ""name"": ""woman director""}]",en,4.826908,"[{""name"": ""Ignite Entertainment"", ""id"": 4131}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-12,0,85.0,But I'm a Cheerleader,6.5,101
1200000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1480, ""name"": ""baseball""}]",en,3.085411,"[{""name"": ""Samuel Goldwyn"", ""id"": 261}, {""name"": ""Provident Films"", ""id"": 3291}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-19,2861020,114.0,Home Run,6.3,24
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 2052, ""name"": ""traitor""}, {""id"": 6099, ""name"": ""jewelry""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11071, ""name"": ""plan gone wrong""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 170313, ""name"": ""all male cast""}, {""id"": 171826, ""name"": ""told in flashback""}, {""id"": 177438, ""name"": ""heist gone wrong""}, {""id"": 201058, ""name"": ""foreshadowing""}, {""id"": 207784, ""name"": ""rendezvous""}, {""id"": 224552, ""name"": ""iconic""}, {""id"": 233069, ""name"": ""set in one room""}, {""id"": 233072, ""name"": ""uneasy alliance""}, {""id"": 233073, ""name"": ""rag tag group""}]",en,66.925866,"[{""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Dog Eat Dog Productions Inc."", ""id"": 26198}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-09-02,14661007,99.0,Reservoir Dogs,8.0,3697
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 2646, ""name"": ""bird""}]",en,1.280733,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1940-01-19,0,88.0,The Blue Bird,6.4,8
1200000,"[{""id"": 37, ""name"": ""Western""}]","[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 972, ""name"": ""refugee""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2125, ""name"": ""gallows""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 156212, ""name"": ""spaghetti western""}]",it,88.377076,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Produzioni Europee Associati (PEA)"", ""id"": 7508}, {""name"": ""Arturo Gonz\u00e1lez Producciones Cinematogr\u00e1ficas S.A."", ""id"": 42498}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1966-12-23,6000000,161.0,"The Good, the Bad and the Ugly",8.1,2311
0,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 983, ""name"": ""brazilian""}, {""id"": 1161, ""name"": ""brazil""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 12436, ""name"": ""architecture""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 187056, ""name"": ""woman director""}]",pt,9.683622,"[{""name"": ""Gullane Entretenimento S.A."", ""id"": 44615}, {""name"": ""\u00c1frica Filmes"", ""id"": 47462}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",2015-02-08,0,110.0,The Second Mother,7.8,165
1250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 155851, ""name"": ""book store""}]",en,1.6116,"[{""name"": ""Ruckus Films"", ""id"": 36108}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-13,0,106.0,Blue Like Jazz,5.8,25
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",[],en,0.002386,[],[],2003-03-20,0,88.0,Down & Out With The Dolls,0.0,0
900000,"[{""id"": 99, ""name"": ""Documentary""}]","[{""id"": 3983, ""name"": ""marketing""}, {""id"": 8496, ""name"": ""breast cancer""}, {""id"": 162126, ""name"": ""corporatism""}, {""id"": 187056, ""name"": ""woman director""}]",en,0.097913,"[{""name"": ""National Film Board of Canada (NFB)"", ""id"": 17027}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-09-11,25000,97.0,"Pink Ribbons, Inc.",6.8,6
1200000,"[{""id"": 35, ""name"": ""Comedy""}]",[],en,0.047781,[],[],2007-03-01,0,85.0,Certifiably Jonathan,0.0,0
1344000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 254, ""name"": ""france""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9835, ""name"": ""sexual fantasy""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 12420, ""name"": ""unsimulated sex""}, {""id"": 13059, ""name"": ""prostitution""}, {""id"": 15136, ""name"": ""female homosexuality""}, {""id"": 33494, ""name"": ""couple""}, {""id"": 33513, ""name"": ""desire""}, {""id"": 33998, ""name"": ""lesbian sex""}, {""id"": 156433, ""name"": ""explicit sex""}, {""id"": 189933, ""name"": ""economic crisis""}, {""id"": 189934, ""name"": ""sexual disorder""}, {""id"": 190370, ""name"": ""erotic movie""}]",fr,20.422246,"[{""name"": ""Acajou Films"", ""id"": 18519}, {""name"": ""Rebel Rebel"", ""id"": 18520}, {""name"": ""Birka Holding"", ""id"": 18521}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-09-14,0,103.0,Desire,4.1,140
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 5967, ""name"": ""peru""}]",en,0.021678,[],[],2013-10-27,0,98.0,The Blade of Don Juan,0.0,0
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 1228, ""name"": ""1970s""}, {""id"": 2570, ""name"": ""rock star""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10183, ""name"": ""independent film""}]",en,1.998557,[],[],2003-06-18,0,88.0,Grand Theft Parsons,6.0,11
0,"[{""id"": 35, ""name"": ""Comedy""}]",[],en,8.148187,"[{""name"": ""FlipZide Pictures"", ""id"": 3478}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-05,0,88.0,Extreme Movie,3.9,44
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 502, ""name"": ""ambush""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4268, ""name"": ""fort""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 11115, ""name"": ""heroism""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14636, ""name"": ""india""}, {""id"": 156234, ""name"": ""cavalry""}, {""id"": 186009, ""name"": ""tragic death""}, {""id"": 188270, ""name"": ""epic battle""}, {""id"": 204183, ""name"": ""crimea""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}, {""id"": 232235, ""name"": ""brothers""}, {""id"": 238130, ""name"": ""brothers love same woman""}, {""id"": 238196, ""name"": ""the light brigade""}, {""id"": 238197, ""name"": ""horses""}, {""id"": 238198, ""name"": ""british lancers""}, {""id"": 238206, ""name"": ""society ball""}]",en,2.968235,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1936-10-20,2736000,115.0,The Charge of the Light Brigade,6.8,18
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 888, ""name"": ""screenwriter""}]",en,1.36514,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-10-22,0,0.0,Below Zero,4.4,12
1200000,[],[],en,0.057564,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2012-01-01,0,84.0,Crowsnest,4.8,12
2600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 6075, ""name"": ""sport""}, {""id"": 193817, ""name"": ""rollerblade""}]",en,8.001156,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-09-17,2850263,91.0,Airborne,6.1,20
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 10601, ""name"": ""blaxploitation""}]",en,1.079125,[],[],1970-05-27,0,97.0,Cotton Comes to Harlem,6.7,13
0,"[{""id"": 27, ""name"": ""Horror""}]",[],en,1.906151,"[{""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""High Five Films"", ""id"": 25635}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-16,0,91.0,The Wicked Within,4.2,26
0,"[{""id"": 27, ""name"": ""Horror""}]",[],en,0.100533,[],[],2013-06-01,0,0.0,Bleeding Hearts,2.0,1
3000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 4956, ""name"": ""decision""}, {""id"": 40950, ""name"": ""waiter""}, {""id"": 167915, ""name"": ""hostess""}, {""id"": 167921, ""name"": ""trainee""}, {""id"": 167923, ""name"": ""gross out""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 167930, ""name"": ""speaking german""}, {""id"": 167939, ""name"": ""glass pipe""}, {""id"": 167942, ""name"": ""screaming""}]",en,10.230583,"[{""name"": ""L.I.F.T. Production"", ""id"": 1305}, {""name"": ""Eden Rock Media"", ""id"": 2273}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-07,18637690,94.0,Waiting...,6.2,237
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 3927, ""name"": ""rage and hate""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10886, ""name"": ""punishment""}, {""id"": 10887, ""name"": ""home movie footage""}]",en,12.818441,"[{""name"": ""EM Media"", ""id"": 1917}, {""name"": ""Big Arty Productions"", ""id"": 3519}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-09-29,0,90.0,Dead Man's Shoes,7.2,151
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 393, ""name"": ""civil war""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 5919, ""name"": ""necrophilia""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 207447, ""name"": ""librarian""}, {""id"": 207545, ""name"": ""freak show""}]",en,1.220072,"[{""name"": ""Conquest Productions"", ""id"": 6087}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-09-25,1400000,99.0,From a Whisper to a Scream,6.8,15
0,"[{""id"": 99, ""name"": ""Documentary""}]",[],en,0.014406,[],[],2002-02-22,0,0.0,Sex With Strangers,5.0,1
1596010,"[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 3633, ""name"": ""dracula""}, {""id"": 10183, ""name"": ""independent film""}]",en,0.552361,"[{""name"": ""Canadian Broadcasting Corporation (CBC)"", ""id"": 12113}, {""name"": ""Dracula Productions Inc."", ""id"": 94410}, {""name"": ""Vonnie Von Helmolt Film"", ""id"": 94411}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2002-02-28,0,75.0,Dracula: Pages from a Virgin's Diary,6.9,8
0,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 10060, ""name"": ""christian film""}, {""id"": 10637, ""name"": ""food""}]",en,0.147886,"[{""name"": ""Global Creative Studios"", ""id"": 77793}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2006-10-27,0,97.0,Faith Like Potatoes,6.0,9
1100000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 2412, ""name"": ""commune""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10770, ""name"": ""mad doctor""}, {""id"": 15381, ""name"": ""captive""}, {""id"": 33515, ""name"": ""drugged""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,7.717237,"[{""name"": ""Chromewood Productions"", ""id"": 28001}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-12-03,0,110.0,Beyond the Black Rainbow,5.7,77
1100000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 9730, ""name"": ""crime boss""}, {""id"": 14873, ""name"": ""tenement""}, {""id"": 156640, ""name"": ""high rise""}, {""id"": 156641, ""name"": ""monitor""}, {""id"": 156642, ""name"": ""tower block""}, {""id"": 156645, ""name"": ""jakarta indonesia""}, {""id"": 156648, ""name"": ""swat""}, {""id"": 156788, ""name"": ""swat team""}]",id,40.285095,"[{""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Pt. Merantau Films"", ""id"": 12141}, {""name"": ""XYZ Films"", ""id"": 12142}]","[{""iso_3166_1"": ""ID"", ""name"": ""Indonesia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-09-08,4105187,101.0,The Raid,7.3,1055
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 3133, ""name"": ""vampire""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 157141, ""name"": ""vanity project""}, {""id"": 220112, ""name"": ""mad cow disease""}]",en,0.249457,[],[],2010-05-13,0,90.0,The Dead Undead,3.1,6
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 2626, ""name"": ""exorcism""}]",en,0.447166,[],[],2013-05-29,0,0.0,The Vatican Exorcisms,4.4,11
878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 470, ""name"": ""spy""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1623, ""name"": ""casablanca""}, {""id"": 1625, ""name"": ""emigration""}, {""id"": 1626, ""name"": ""visa""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1628, ""name"": ""nationalism""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10644, ""name"": ""melodrama""}, {""id"": 195402, ""name"": ""film noir""}]",en,43.729123,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1942-11-26,10462500,102.0,Casablanca,7.9,1422
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 6152, ""name"": ""supernatural""}, {""id"": 8029, ""name"": ""drama""}]",en,4.653047,"[{""name"": ""Mungo Productions"", ""id"": 5583}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2008-06-17,0,84.0,Lake Mungo,6.1,90
