budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
5000000,"Drama, History",en,30.271066,Brooksfilms,"United Kingdom, United States of America",1980-10-02,26010864,124.0,The Elephant Man,7.9,719,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones, Michael Elphick, John Standing, Phoebe Nicholls, Kenny Baker"
5000000,"Drama, History",en,59.454473,"Universal Studios, Universal Pictures, Voltage Pictures, Truth Entertainment",United States of America,2013-09-07,55198285,117.0,Dallas Buyers Club,7.9,2886,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier"
3300000,"Thriller, Horror",en,20.304235,"Lionsgate, Blumhouse Productions, Chapter One Films",United States of America,2015-01-29,64110728,83.0,The Lazarus Effect,5.1,505,"Olivia Wilde, Mark Duplass, Donald Glover, Evan Peters, Sarah Bolger, Ray Wise, Amy Aquino, Bruno Gunn, Sean T. Krishnan"
9000000,"Mystery, Thriller",en,60.715151,"Summit Entertainment, Newmarket Capital Group, Team Todd, I Remember Productions",United States of America,2000-10-11,39723096,113.0,Memento,8.1,4028,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Stephen Tobolowsky, Harriet Sansom Harris, Callum Keith Rennie, Larry Holden, Jorja Fox, Russ Fega"
5000000,Horror,en,35.871248,"Intrepid Pictures, Blumhouse Productions, Relativity Media, WWE Studios, MICA Entertainment",United States of America,2013-09-08,44030246,104.0,Oculus,6.3,1050,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, James Lafferty, Rory Cochrane, Kate Siegel, Garrett Ryan, Katie Parker, Miguel Sandoval, Annalise Basso"
5000000,Comedy,en,18.077963,"The Weinstein Company, View Askew Productions",United States of America,2006-05-25,26888376,97.0,Clerks II,6.9,398,"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith, Rosario Dawson, Jennifer Schwalbach Smith, Ben Affleck, Trevor Fehrman, Scott Mosier, Jason Lee"
5000000,"Drama, Comedy, Music",en,20.428237,"BBC Films, Tiger Aspect Productions, StudioCanal, Arts Council of England, Working Title Films, WT2 Productions","France, United Kingdom",2000-05-18,110000000,110.0,Billy Elliot,7.4,750,"Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven, Gary Lewis, Stephen Mangan, Patrick Malahide, Stuart Wells, Tracey Wilkinson"
4600000,"Comedy, Drama",en,32.14444,"Fox Searchlight Pictures, Odd Lot Entertainment, Sycamore Pictures",United States of America,2013-06-06,23198652,103.0,The Way Way Back,7.1,688,"Liam James, Steve Carell, Toni Collette, AnnaSophia Robb, Sam Rockwell, Allison Janney, Maya Rudolph, Amanda Peet, Rob Corddry, Nat Faxon"
3500000,"Family, Drama, Action, Western, Romance",en,3.656491,Cambridge Productions,Australia,1982-03-02,20659423,104.0,The Man from Snowy River,6.8,37,"Tom Burlinson, Terence Donovan, Kirk Douglas, Tommy Dysart, Bruce Kerr, David Bradshaw, Sigrid Thornton, Jack Thompson, Tony Bonner, June Jago"
10000000,"Comedy, Drama",en,15.688439,"The Weinstein Company, Likely Story, Big Beach Films, Yuk Films",United States of America,2011-08-26,17273593,90.0,Our Idiot Brother,5.9,365,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Adam Scott, Kathryn Hahn, Hugh Dancy, Steve Coogan, Rashida Jones, T.J. Miller"
5000000,"Action, Drama",en,22.9951,"Forecast Pictures, Solofilms, JoBro Productions & Film Finance, Trinity Race","Canada, Germany",2016-02-19,24804129,134.0,Race,7.1,478,"Stephan James, Jason Sudeikis, Carice van Houten, Jeremy Irons, Amanda Crew, William Hurt, David Kross, Eli Goree, Giacomo Gianniotti, Jonathan Aris"
5000000,"Horror, Thriller",en,26.510558,"Universal Pictures, Legendary Pictures, Brothers Dowdle Productions",United States of America,2014-08-14,40100000,93.0,"As Above, So Below",6.1,766,"Perdita Weeks, Ben Feldman, Edwin Hodge, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan"
5000000,Drama,en,35.307577,"Killer Films, Big Indie Pictures, Backup Media, BSM Studio",United States of America,2014-12-05,43884652,99.0,Still Alice,7.5,1104,"Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Shane McRae, Hunter Parrish, Seth Gilliam, Stephen Kunken, Erin Darke, Daniel Gerroll"
5000000,"History, Drama",en,4.079111,Twentieth Century Fox Film Corporation,United States of America,1954-08-25,15000000,139.0,The Egyptian,6.0,11,"Jean Simmons, Victor Mature, Gene Tierney, Peter Ustinov, Edmund Purdom, Michael Wilding, Bella Darvi, Judith Evelyn, Henry Daniell, John Carradine"
5000000,"Action, Crime, Thriller",en,7.058868,"Universal Pictures, Martin Poll Productions, The Production Company",United States of America,1981-03-17,19905359,99.0,Nighthawks,6.4,86,"Sylvester Stallone, Rutger Hauer, Billy Dee Williams, Lindsay Wagner, Persis Khambatta, Nigel Davenport, Hilary Thompson, Joe Spinell, Walter Mathews, E. Brian Dean"
5000000,"Horror, Thriller",en,12.904615,"Paramount Pictures, Sean S. Cunningham Films, Horror Inc.",United States of America,1989-07-28,14000000,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,"Kane Hodder, Jensen Daggett, Scott Reeves, Barbara Bingham, Peter Mark Richman, Martin Cummins, Gordon Currie, Alex Diakun, Vincent Craig Dupree, Saffron Henderson"
5000000,"Comedy, Drama, Romance",en,18.115566,"Home Box Office (HBO), Playtone, Gold Circle Films, Ontario Film Development Corporation, MPH Entertainment Productions","Canada, United States of America",2002-02-22,368744044,95.0,My Big Fat Greek Wedding,6.2,671,"Nia Vardalos, John Corbett, Lainie Kazan, Michael Constantine, Andrea Martin, Joey Fatone, Louis Mandylor, Gia Carides, Christina Eleusiniotis, Marita Zouravlioff"
5000000,"Drama, Crime",en,62.554173,"RabbitBandini Productions, Division Films, Pop Films, Radar Pictures, Muse Productions, MJZ, O' Salvation, Iconoclast","France, United States of America",2013-01-24,31724284,94.0,Spring Breakers,5.0,1551,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson, Rachel Korine, Gucci Mane, Heather Morris, Ash Lendzion, Sidney Sewell, Thurman Sewell"
5000000,"Horror, Thriller",en,9.483717,Miramax Films,United States of America,1995-09-29,15116634,88.0,Halloween: The Curse of Michael Myers,5.0,170,"Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan, Kim Darby, Bradford English, Keith Bogart, Mariah O'Brien, Leo Geter, J.C. Brandy"
4000000,"Horror, Comedy",en,49.12486,"Universal Pictures, Big Talk Productions, StudioCanal, Film4, Working Title Films, WT2 Productions, De Wolfe Music, Inside Track 2","United Kingdom, United States of America, France",2004-04-09,30039392,99.0,Shaun of the Dead,7.5,2420,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis, Dylan Moran, Peter Serafinowicz, Rafe Spall, Penelope Wilton, Bill Nighy, Reece Shearsmith"
5000000,"Drama, Mystery, Romance",en,5.960149,"Castle Rock Entertainment, Columbia Pictures Corporation, Rio Dulce",United States of America,1996-06-21,13269963,135.0,Lone Star,6.9,77,"Chris Cooper, Matthew McConaughey, Kris Kristofferson, Joe Morton, Frances McDormand, Stephen J. Lang, Oni Faida Lampley, LaTanya Richardson, Leo Burmester"
5000000,"Horror, Thriller",en,9.302349,Dimension Films,United States of America,1988-10-21,17768757,88.0,Halloween 4: The Return of Michael Myers,5.9,209,"Donald Pleasence, Ellie Cornell, Danielle Harris, George P. Wilbur, Michael Pataki, Beau Starr, Kathleen Kinmont, Sasha Jenson, Gene Ross, Carmen Filpi"
5000000,"Action, Crime, Drama, Romance, Thriller, Western",en,8.452666,"1818, Lone Wolf McQuade Associates, Topkick Productions",United States of America,1983-04-14,12232628,107.0,Lone Wolf McQuade,5.5,67,"Chuck Norris, David Carradine, Barbara Carrera, Leon Isaac Kennedy, Dana Kimmell, Robert Beltran, L.Q. Jones, R. G. Armstrong, Jorge Cervera Jr., Sharon Farrell"
5000000,"Horror, Thriller, Science Fiction",en,17.028252,"Bazelevs Production, Dimension Films, Bekmambetov Projects Ltd.","Canada, United States of America",2011-07-20,25562924,86.0,Apollo 18,5.0,356,"Ryan Robbins, Warren Christie, Lloyd Owen, Andrew Airlie, Michael Kopsa, Ali Liebert, Kurt Max Runte, Kim Wylie, Noah Wylie, Erica Carroll"
5000000,"Comedy, Drama",en,19.336367,"Back Lot Pictures, Overture Films, Big Beach Films",United States of America,2008-01-18,16174377,102.0,Sunshine Cleaning,6.5,255,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack, Steve Zahn, Mary Lynn Rajskub, Clifton Collins Jr, Eric Christian Olsen, Paul Dooley, Kevin Chapman"
5000000,"Action, Thriller",en,38.006982,"Bold Films, Living Films, Brothers Dowdle Productions",United States of America,2015-08-26,54418872,103.0,No Escape,6.7,777,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Spencer Garrett, Tanapol Chuksrida, Nophand Boonyai, Byron Gibson, Matthew Timothy Olynyk"
5000000,"Drama, History, Romance, War",en,0.835617,Edward Small Productions,United States of America,1959-12-25,12200000,139.0,Solomon and Sheba,5.4,8,"Yul Brynner, Gina Lollobrigida, George Sanders, Marisa Pavan, David Farrar, John Crawford, Finlay Currie, Harry Andrews"
20000000,"Romance, Comedy",en,14.947588,Open Road Films (II),United States of America,2016-01-28,21164799,92.0,Fifty Shades of Black,4.3,331,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps, Affion Crockett, Jane Seymour, Florence Henderson, Andrew Bachelor, Jenny Zigriano, Kate Miner"
4,"Drama, Romance, War",en,1.199451,Paramount Pictures,United States of America,1932-12-08,25,89.0,A Farewell to Arms,6.2,28,"Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips, Jack La Rue, Blanche Friderici, Mary Forbes, Gilbert Emery, Agostino Borgato"
8000000,"Comedy, Crime, Drama",fr,3.03091,"Pyramide Productions, The Harold Greenberg Fund, Astral Films, Canal+","Canada, France",2003-05-21,3432342,99.0,The Barbarian Invasions,6.7,77,"Louise Portal, Dominique Michel, Pierre Curzi, Yves Jacques, Marina Hands, Sophie Lorain"
5000000,"Action, Adventure, War, Thriller",en,5.348446,Columbia Pictures Corporation,United Kingdom,1978-11-01,7230000,118.0,Force 10 from Navarone,6.4,91,"Harrison Ford, Robert Shaw, Barbara Bach, Edward Fox, Franco Nero, Carl Weathers, Richard Kiel, Alan Badel, Michael Byrne, Philip Latham"
5000000,Western,it,49.333137,"Paramount Pictures, Rafran Cinematografica, Finanzia San Marco","Italy, Spain, United States of America",1968-12-21,5321508,175.0,Once Upon a Time in the West,8.1,1128,"Henry Fonda, Claudia Cardinale, Jason Robards, Charles Bronson, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff"
5000000,"Action, Comedy, Thriller",en,4.149628,Artisan Entertainment,United States of America,2001-07-13,5476060,94.0,Made,6.3,55,"Vince Vaughn, Jon Favreau, Sean Combs, Famke Janssen, Peter Falk, Faizon Love, David O'Hara, Vincent Pastore, Jenteal, Makenzie Vega Norfolk"
5000000,"Science Fiction, Drama",en,46.114184,"Liberty Films UK, Lunar Industries, Xingu Films, Limelight Fund",United Kingdom,2009-06-12,9760104,97.0,Moon,7.6,1794,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw, Kaya Scodelario, Benedict Wong, Malcolm Stewart, Robin Chalk, Matt Berry"
5000000,Documentary,en,4.498368,"N3D Land Productions, Mantello Brothers Productions","France, United Kingdom",2010-05-14,4074023,41.0,Sea Rex 3D: Journey to a Prehistoric World,5.9,11,"Guillaume Denaiffe, Norbert Ferrer, Chloe Hollings, Richard Rider, Tom Yang"
5000000,Drama,en,7.673124,"Fine Line Features, Alliance Communications",Canada,1997-05-14,3263585,112.0,The Sweet Hereafter,6.8,103,"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus, Gabrielle Rose, Alberta Watson, Maury Chaykin, Stephanie Morgenstern, Bruce Greenwood"
4000000,"Drama, History",fr,4.992475,"Why Not Productions, Armada Films, Cofinova 6",France,2010-05-18,41424067,120.0,Of Gods and Men,6.5,91,"Lambert Wilson, Michael Lonsdale, Olivier Rabourdin, Philippe Laudenbach, Jacques Herlin, Xavier Maly, Jean-Marie Frin, Abdelhafid Metalsi, Sabrina Ouazani"
5000000,"Comedy, Drama",en,6.174435,"Zininsa Film Production, Intellectual Properties Worldwide",United States of America,2008-08-06,4040588,110.0,Bottle Shock,6.6,60,"Alan Rickman, Chris Pine, Bill Pullman, Rachael Taylor, Dennis Farina, Hal B. Klein, Jean-Michel Richaud, Eliza Dushku, Kirk Baily"
5000000,"Drama, Fantasy",en,8.753409,"WingNut Films, Miramax Films, New Zealand Film Commission, Fontana Productions",New Zealand,1994-09-02,3049135,99.0,Heavenly Creatures,7.0,294,"Melanie Lynskey, Kate Winslet, Sarah Peirse, Simon O'Connor, Diana Kent, Clive Merrison, Gilbert Goldie, Jed Brophy, Darien Takle, Peter Elliott"
5000000,Drama,en,3.943706,"Emmett/Furla Films, Giving Films",United States of America,2015-09-11,4842699,121.0,90 Minutes in Heaven,5.4,40,"Kate Bosworth, Hayden Christensen, Hudson Meek, Bobby Batson, Elizabeth Hunter, David Clyde Carr, Catherine Carlen, Dwight Yoakam, Michael W. Smith, Gianna Simone"
5000000,"Comedy, Drama, Romance",en,9.169411,"Birdsong Pictures, IM Global",United States of America,2010-10-15,2614773,97.0,Everything Must Go,6.0,208,"Rebecca Hall, Will Ferrell, Glenn Howerton, Laura Dern, Christopher Jordan Wallace, Stephen Root, Rosalie Michaels, Argos MacCallum, Todd Bryant"
5000000,"Comedy, Crime, Mystery, Thriller",en,2.732031,"Castle Rock Entertainment, Columbia Pictures Corporation, Manifest Film Company",United States of America,1998-01-30,1980338,116.0,Zero Effect,6.0,55,"Bill Pullman, Ben Stiller, Ryan O'Neal, Kim Dickens, Angela Featherstone, Hugh Ross, Sarah DeVincentis, Matt O'Toole, Michele Mariana, Robert Katims"
5000000,"Thriller, Drama",en,35.252056,"Filmax Entertainment, Castelao Producciones, ICF","United States of America, Spain",2004-02-09,8203235,101.0,The Machinist,7.3,1247,"Christian Bale, Jennifer Jason Leigh, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Craig Stevenson, Reg E. Cathey, Anna Massey, Matthew Romero Moore"
5000000,"Thriller, Crime, Drama, Mystery",en,21.343093,"The Combine, Bluegrass Films",United States of America,2014-10-09,2450846,112.0,Kill the Messenger,6.6,355,"Jeremy Renner, Mary Elizabeth Winstead, Michael Sheen, Ray Liotta, Robert Patrick, Paz Vega, Michael Kenneth Williams, Rosemarie DeWitt, Tim Blake Nelson"
5000000,Drama,en,10.095184,Olympus Pictures,United States of America,2010-12-16,5129058,91.0,Rabbit Hole,6.9,165,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller, Tammy Blanchard, Sandra Oh, Giancarlo Esposito, Jon Tenney, Stephen Mailer, Mike Doyle"
5000000,"Comedy, Drama, Crime",en,4.129165,ContentFilm,"Netherlands, United States of America",2003-09-05,742898,98.0,Party Monster,5.9,58,"Seth Green, Macaulay Culkin, Diana Scarwid, Marilyn Manson, Dylan McDermott, Wilmer Valderrama, Daniel Franzese, Mia Kirshner, Natasha Lyonne"
5000000,"Horror, Crime, Thriller",en,30.001024,"Film Science, Broad Green Pictures",United States of America,2016-04-15,3220371,95.0,Green Room,6.7,683,"Anton Yelchin, Imogen Poots, Alia Shawkat, Joe Cole, Callum Turner, Mark Webber, Eric Edelstein, Macon Blair, Kai Lennox, Patrick Stewart"
5000000,"Drama, Science Fiction, Mystery",en,1.731035,Atlas 3 Productions,United States of America,2014-09-12,846704,99.0,Atlas Shrugged Part III: Who is John Galt?,3.9,15,"Eric Allan Kramer, Rob Morrow, Stephen Tobolowsky, Kristoffer Polaha, Lew Temple, Mark Moses, Laura Regan, Joaquim de Almeida, Louis Herthum, Greg Germann"
7000000,"Comedy, Crime, Drama",en,11.700578,"Gracie Films, Columbia Pictures Corporation",United States of America,1996-02-21,560069,91.0,Bottle Rocket,6.8,281,"Luke Wilson, Owen Wilson, Lumi Cavazos, Andrew Wilson, Robert Musgrave, Haley Miller, James Caan, Ned Dowd, Shea Fowler, Brian Tenenbaum"
5000000,"Comedy, Horror",en,19.940245,Eden Rock Media,"Canada, United States of America",2010-01-22,5476793,89.0,Tucker and Dale vs Evil,7.3,847,"Alan Tudyk, Tyler Labine, Katrina Bowden, Jesse Moss, Philip Granger, Brandon Jay McLaren, Christie Laing, Chelan Simmons, Travis Nelson, Alex Arsenault"
5000000,"Horror, Thriller",en,38.94708,"Blumhouse Productions, Blinding Edge Pictures",United States of America,2015-09-10,98450062,94.0,The Visit,6.0,1360,"Olivia DeJonge, Ed Oxenbould, Kathryn Hahn, Benjamin Kanes, Deanna Dunagan, Peter McRobbie, Dave Jia, Sajida De Leon, Celia Keenan-Bolger, Samuel Stricklen"
5000000,"Drama, War",en,3.792015,"HDNet Films, The Film Farm",United States of America,2007-01-01,782102,90.0,Redacted,6.2,37,"Izzy Diaz, Rob Devaney, Ty Jones, Anas Wellman, Mike Figueroa"
1000000,Drama,en,14.805264,Miramax Films,United States of America,1996-08-30,24475416,135.0,Sling Blade,7.4,231,"Billy Bob Thornton, Dwight Yoakam, J. T. Walsh, John Ritter, Lucas Black, Robert Duvall, Natalie Canerday, James Hampton, Christine Renee Ward, Jim Jarmusch"
4798235,"Horror, Thriller",en,25.30216,"BBC Films, Studio Canal, Creative Scotland, Origin Pictures, Lipsync Productions",United Kingdom,2011-08-17,209696,107.0,The Awakening,6.3,458,"Rebecca Hall, Dominic West, Imelda Staunton, Isaac Hempstead-Wright, Lucy Cohu, Cal Macaninch, John Shrapnel, Diana Kent, Richard Durden, Alfie Field"
4800000,Horror,en,38.83192,"International Production Company, Raw Nerve, Lionsgate, Next Entertainment, Screen Gems, Hostel LLC",United States of America,2005-01-06,80578934,94.0,Hostel,5.7,887,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova, Jana Kaderabkova, Lubomir Bukovy, Takashi Miike, Keiko Seiko, Jana Havlickova"
5000000,"Thriller, Drama",en,19.807295,"Hydraulx, REI Capital, Grove Hill Productions, Strange Matter Films",United States of America,2011-11-25,3099314,120.0,Take Shelter,7.1,471,"Michael Shannon, Jessica Chastain, Katy Mixon, Shea Whigham, Ray McKinnon, Tova Stewart, Natasha Randall, Ron Kennard, Scott Knisley, Robert Longstreet"
4700000,Horror,en,9.617777,Cannon Films,United States of America,1986-08-22,8025872,101.0,The Texas Chainsaw Massacre 2,5.9,139,"Dennis Hopper, Caroline Williams, Jim Siedow, Bill Moseley, Bill Johnson, Ken Evert, Harlan Jordan, Kirk Sisco, James N. Harrell, Lou Perryman"
4800000,"Drama, Thriller, Crime",en,35.754865,"Gaumont, Wild Bunch, Bold Films, A Grand Elephant","France, Denmark, Sweden, Thailand, United States of America",2013-05-30,10337387,90.0,Only God Forgives,5.6,862,"Ryan Gosling, Kristin Scott Thomas, Gordon Brown, Tom Burke, Vithaya Pansringarm, Byron Gibson, Sahajak Boonthanakit, Yayaying Rhatha Phongam, Charlie Ruedpokanon, Wannisa Peungpa"
4500000,"Comedy, Crime",en,15.002502,"Warner Bros., The Ladd Company",United States of America,1984-03-22,146198896,96.0,Police Academy,6.5,602,"Steve Guttenberg, Kim Cattrall, G. W. Bailey, Bubba Smith, Donovan Scott, George Gaynes, Andrew Rubin, David Graf, Leslie Easterbrook, Michael Winslow"
4500000,"Romance, Adventure, Drama",en,22.585384,Columbia Pictures Corporation,United States of America,1980-07-05,58853106,104.0,The Blue Lagoon,5.8,408,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Jeffrey Kleiser, Gus Mercurio, Elva Josephson, Glenn Kohan, Bradley Pryce, Chad Timmerman"
6000000,"Comedy, Drama, Romance",en,29.834065,"Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",United Kingdom,1994-03-09,254700832,117.0,Four Weddings and a Funeral,6.6,632,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, Rowan Atkinson, Anna Chancellor"
4500000,Comedy,en,20.403344,"Universal Pictures, Refugee Films",United States of America,1982-08-13,27092880,90.0,Fast Times at Ridgemont High,7.0,322,"Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Phoebe Cates, Brian Backer, Robert Romanus, Ray Walston, Scott Thomson, Vincent Schiavelli, Amanda Wyss"
4500000,"Adventure, Drama",en,5.224593,"Warner Bros., Moulin Productions Inc.",United States of America,1956-06-27,10400000,116.0,Moby Dick,6.9,89,"Gregory Peck, Richard Basehart, Leo Genn, James Robertson Justice, Harry Andrews, Bernard Miles, Friedrich von Ledebur, Mervyn Johns, Orson Welles, John Huston"
15000000,"Crime, Drama",en,30.196039,"40 Acres & A Mule Filmworks, Touchstone Pictures",United States of America,2002-12-16,13060843,135.0,25th Hour,7.2,629,"Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Anna Paquin, Brian Cox, Tony Siragusa, Levan Uchaneishvili, Misha Kuznetsov, Isiah Whitlock Jr."
4500000,"Crime, Drama, Romance, Thriller",en,15.359952,"Dino De Laurentiis Company, Spelling Films",United States of America,1996-09-13,7011317,108.0,Bound,6.9,198,"Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan, Christopher Meloni, Richard C. Sarafian, Mary Mara, Susie Bright, Margaret Smith, Barry Kivel"
4500000,"Crime, Drama",en,11.573034,Artisan Entertainment,United States of America,2000-10-27,7390108,102.0,Requiem for a Dream,7.9,2443,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Mark Margolis"
5000000,Comedy,en,10.274542,"TriStar Pictures, Provident Films, Pure Flix Entertainment, Affirm Films, FourBoys Entertainment",United States of America,2014-03-25,10429707,98.0,Moms' Night Out,5.5,121,"Sarah Drew, Sean Astin, Patricia Heaton, Logan White, Robert Amaya, Harry Shum Jr., Abbie Cobb, Sammi Hanratty, Alex Kendrick, Kevin Downes"
6000000,"Fantasy, Drama, Mystery",en,61.210016,"Pandora Cinema, Flower Films, Adam Fields Productions",United States of America,2001-01-18,1270522,113.0,Donnie Darko,7.7,3452,"Jake Gyllenhaal, Jena Malone, Patrick Swayze, Maggie Gyllenhaal, Drew Barrymore, Beth Grant, Holmes Osborne, Daveigh Chase, Mary McDonnell, James Duval"
4500000,"Comedy, Drama",en,3.108881,Werc Werk Works,United States of America,2009-10-10,744816,97.0,Life During Wartime,6.3,30,"Ally Sheedy, Paul Reubens, Shirley Henderson, Allison Janney, Michael Kenneth Williams, Michael Lerner, Dylan Riley Snyder, Charlotte Rampling"
4500000,"Drama, Horror, Mystery, Thriller",en,14.570359,"Plum Pictures, Harbor Light Entertainment, Lleju Productions",United States of America,2010-04-09,3606395,104.0,After.Life,5.4,251,"Liam Neeson, Justin Long, Christina Ricci, Josh Charles, Chandler Canterbury, Celia Weston, Shuler Hensley, Anna Kuchma, Rosemary Murphy, Laurel Bryce"
3000000,Drama,en,127.525581,"United Artists, Fantasy Films, Warner Bros.",United States of America,1975-11-18,108981275,133.0,One Flew Over the Cuckoo's Nest,8.2,2919,"Jack Nicholson, Louise Fletcher, Danny DeVito, William Redfield, Scatman Crothers, Brad Dourif, Christopher Lloyd, Will Sampson, Dean R. Brooks, Michael Berryman"
4500000,"Thriller, Action, Drama, History",hi,2.551559,"T-Series, Hari Om Entertainment Co., Cape Of Good Films",India,2016-01-22,32000000,126.0,Airlift,7.3,57,"Akshay Kumar, Nimrat Kaur, Feryna Wazheir, Lena, Purab Kohli, Ninad Kamat, Gunjan Malhotra, Sameer Ali Khan, Nissar Khan, Pawan Chopra"
3730500,"Action, Drama, Crime",en,6.938854,"Vertigo Films, Exponential Films, Embargo Films",United Kingdom,2012-09-11,6294161,112.0,The Sweeney,5.7,109,"Ray Winstone, Ben Drew, Hayley Atwell, Damian Lewis, Alan Ford, Steven Mackintosh, Paul Anderson, Caroline Chikezie, Allen Leech, Ronnie Fox"
8000000,"Drama, Family",en,12.439495,South Pacific Pictures,New Zealand,2003-01-30,41400000,101.0,Whale Rider,7.1,111,"Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton, Cliff Curtis, Grant Roa, Mana Taumaunu, Rachel House, Taungaroa Emile, Tammy Davis, Mabel Wharekawa"
4200000,"Fantasy, Action, Thriller",ru,12.540624,"Bazelevs Production, Channel One Russia, TABBAK, The First Channel",Russia,2004-06-27,32000000,114.0,Night Watch,6.3,210,"Konstantin Khabenskiy, Vladimir Menshov, Galina Tyunina, Mariya Poroshina, Zhanna Friske, Viktor Verzhbitskiy, Rimma Markova, Mariya Mironova, Dmitriy Martynov, Valeriy Zolotukhin"
3705538,"Romance, Crime, Drama, Thriller",en,8.839651,"Miramax Films, Channel Four Films, Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions","Japan, United Kingdom, Ireland",1992-09-02,62548947,112.0,The Crying Game,6.9,176,"Stephen Rea, Jaye Davidson, Miranda Richardson, Forest Whitaker, Adrian Dunbar, Jim Broadbent, Ralph Brown, Tony Slattery, Birdy Sweeney, Breffni McKenna"
4000000,Comedy,en,12.891276,Melvin Simon Productions,"United States of America, Canada",1981-11-13,125728258,94.0,Porky's,6.1,183,"Dan Monahan, Mark Herrier, Wyatt Knight, Cyril O'Reilly, Kaki Hunter, Kim Cattrall, Tony Ganios, Art Hindle, Doug McGrath, Susan Clark"
114000,Horror,en,25.666029,"Laurel Group, Off Color Films, Image Ten, Market Square Productions",United States of America,1968-10-01,30000000,96.0,Night of the Living Dead,7.5,580,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman, Keith Wayne, Judith Ridley, Kyra Schon, Charles Craig, S. William Hinzman, Bill 'Chilly Billy' Cardille"
4000000,Drama,en,45.66662,American Zoetrope,"Japan, United States of America",2003-08-31,119723856,102.0,Lost in Translation,7.3,1895,"Bill Murray, Scarlett Johansson, Anna Faris, Giovanni Ribisi, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Fumihiro Hayashi, Hiroko Kawasaki"
4000000,"Comedy, Drama, Romance",en,35.892034,United Artists,United States of America,1977-04-19,38251425,93.0,Annie Hall,7.8,1010,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Colleen Dewhurst, Christopher Walken, Donald Symington"
4000000,"Action, Drama, Romance",en,8.988455,Paramount Pictures,United States of America,1952-01-10,36000000,152.0,The Greatest Show on Earth,6.6,50,"Betty Hutton, Cornel Wilde, Charlton Heston, Dorothy Lamour, Gloria Grahame, Henry Wilcoxon, Lyle Bettger, Lawrence Tierney, James Stewart, Emmett Kelly"
4000000,"Drama, Romance",en,14.042041,"Lions Gate Films, Lee Daniels Entertainment",United States of America,2001-11-11,44909486,111.0,Monster's Ball,6.5,250,"Halle Berry, Billy Bob Thornton, Heath Ledger, Sean Combs, Coronji Calhoun, Peter Boyle, Taylor Simpson, Gabrielle Witcher, Amber Rules, Yasiin Bey"
