budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day
12000000,1,4,45.477802,1,2086,114194847,104.0,Step Up,6.7,1060,1,2006,8,11
12000000,2,4,40.631671,9,2086,39673162,154.0,Jackie Brown,7.3,1514,1,1997,12,24
15000000,3,4,64.504747,1,2086,145000000,84.0,Chronicle,6.6,1935,1,2012,2,1
12000000,4,4,3.389249,1,141,30400000,132.0,Yentl,6.2,51,1,1983,11,18
5000000,1,4,14.779537,1,67,42365581,116.0,Time Bandits,6.6,249,1,1981,7,13
12000000,1,4,6.703319,2,2086,61141030,93.0,Crossroads,4.7,158,1,2002,2,15
12000000,19,4,49.070321,1,2086,100000000,88.0,Project X,6.5,1564,1,2012,3,1
12000000,14,4,21.933822,25,2086,89800000,172.0,Patton,7.3,323,1,1970,1,25
12000000,60,4,20.624896,1,2086,52223306,96.0,One Hour Photo,6.6,435,1,2002,8,21
12000000,4,4,8.083995,1,2086,40855419,89.0,Quarantine,5.5,339,1,2008,10,10
12000000,9,4,11.135734,1,2086,56309766,98.0,The Eye,5.5,281,1,2008,2,1
12000000,18,4,4.623609,1,2086,31179516,97.0,Johnson Family Vacation,4.7,30,1,2004,4,7
12000000,185,4,11.510281,1,2086,31155435,93.0,How High,6.3,218,1,2001,12,21
12000000,89,4,18.422327,1,1,56298474,123.0,Frida,7.3,383,1,2002,8,29
12000000,1,4,8.410688,1,2086,32726956,93.0,Katy Perry: Part of Me,6.5,85,1,2012,6,28
12000000,13,4,74.358971,1,2086,307166834,125.0,The Fault in Our Stars,7.6,3759,1,2014,5,16
12000000,22,4,18.422008,1,2086,22921898,121.0,Rounders,6.9,439,1,1998,9,11
12000000,5,4,8.61659,46,2086,54000000,102.0,Prophecy,5.4,25,1,1979,1,1
12000000,17,4,6.044161,4,2086,21133087,99.0,Stir of Echoes,6.5,330,1,1999,9,10
12000000,195,4,29.019504,1,67,100129872,98.0,Philomena,7.4,579,1,2013,11,1
12000000,1,4,16.931846,1,36,23006849,104.0,Aquamarine,5.8,364,1,2006,3,3
12000000,3,4,64.610671,7,2086,85512300,109.0,Paper Towns,6.1,1937,1,2015,6,18
12000000,3,4,29.223881,1,2086,17654912,115.0,Nebraska,7.4,636,1,2013,9,21
12000000,1,4,1.081822,1,2086,17292381,86.0,Max Keeble's Big Move,5.4,33,1,2001,10,5
12000000,68,4,16.183746,1,2086,22939027,94.0,Young Adult,5.6,364,1,2011,12,16
12000000,18,4,47.992817,1,2086,42931041,88.0,Crank,6.6,1151,1,2006,8,31
12000000,61,4,0.700792,1,2086,12902790,100.0,Living Out Loud,5.3,11,1,1998,10,30
14000000,1,3,26.967494,1,6,85000000,149.0,Das Boot,7.9,613,1,1981,9,16
12000000,34,4,16.40512,1,2086,35485056,100.0,Arbitrage,6.1,294,1,2012,9,14
12000000,6,4,32.940597,1,2086,32248241,106.0,Project Almanac,6.4,933,1,2015,1,30
8000000,13,4,8.708229,1,36,6739141,95.0,Fortress,5.7,168,1,1992,9,30
12000000,68,4,4.330428,1,2086,5542025,86.0,For Your Consideration,5.9,43,1,2006,11,22
12000000,23,4,4.770195,6,2086,6754898,116.0,Running with Scissors,5.8,78,1,2006,10,27
12000000,82,4,1.623338,1,2086,4922166,90.0,From Justin to Kelly,3.0,23,1,2003,6,20
12000000,185,4,2.993939,1,2086,4939939,108.0,Girl 6,5.7,16,1,1996,3,22
12000000,5,4,10.536092,1,36,23,119.0,In the Cut,4.6,89,1,2003,9,9
12000000,89,4,8.290636,1,33,3148182,110.0,Two Lovers,6.6,154,1,2008,11,19
11000000,1,14,27.65527,1,4,88489643,119.0,The Host,6.7,537,1,2006,7,27
12400000,68,12,32.523573,1,3,8371085,142.0,The Great Beauty,7.3,720,1,2013,5,21
12000000,9,4,27.322212,1,2086,12077441,99.0,Stoker,6.5,882,1,2013,2,28
12000000,1,25,12.664787,1,1,19271312,129.0,2046,6.9,206,1,2004,5,20
12000000,89,4,5.841285,1,6,1644755,111.0,Ondine,6.5,84,1,2009,9,14
12000000,30,13,5.327714,1,2,15250000,114.0,Brother,6.8,107,1,2000,9,9
12000000,14,25,4.793348,1,5,10652498,132.0,City of Life and Death,7.6,55,1,2009,4,22
12000000,11,13,5.158067,1,11,11212294,131.0,Space Battleship Yamato,6.3,59,1,2010,12,1
20000000,3,4,5.727602,1,2086,17479,113.0,5 Days of War,5.8,62,1,2011,4,14
12000000,195,4,11.150261,1,2086,101332962,99.0,Heaven is for Real,6.0,229,1,2014,4,16
10000000,7,4,53.595686,1,141,83557872,103.0,Snatch,7.7,2912,1,2000,9,1
11500000,5,4,20.747994,46,2086,57469467,103.0,Pet Sematary,6.4,407,1,1989,4,21
11000000,1,4,45.072136,2,2086,153083102,106.0,Gremlins,6.9,1596,1,1984,6,7
11000000,13,4,126.393695,3,2086,775398007,121.0,Star Wars,8.1,6624,1,1977,5,25
11500000,185,4,56.805781,1,2086,94073028,102.0,Dirty Grandpa,5.7,1406,1,2016,1,21
11000000,9,4,12.854853,23,4,111858363,197.0,Doctor Zhivago,7.4,247,1,1965,12,22
25000000,195,4,31.019381,46,2086,93617009,116.0,The Fighter,7.2,1486,1,2010,12,17
11000000,1,4,11.227087,46,2086,72778712,95.0,Jackass Number Two,6.4,298,1,2006,9,22
11000000,68,4,19.231507,1,2086,64088552,120.0,My Cousin Vinny,7.3,384,1,1992,3,13
11000000,195,4,31.162838,1,2086,78874843,106.0,If I Stay,7.3,1368,1,2014,8,21
11000000,185,4,7.559192,1,2086,49797148,107.0,Major League,6.6,217,1,1989,2,16
13000000,9,4,38.018085,7,2086,97837138,81.0,Phone Booth,6.7,1062,1,2002,9,9
11000000,89,4,33.283554,1,2086,41227069,101.0,A Walk to Remember,7.5,1018,1,2002,1,25
11000000,195,4,15.864928,1,12,39363635,122.0,Dead Man Walking,7.3,337,1,1995,12,29
10500000,5,4,23.449703,1,2086,75902208,97.0,Cruel Intentions,6.6,827,1,1999,3,5
11000000,13,4,31.900899,2,1,68233629,90.0,Saw VI,6.0,722,1,2009,10,22
11000000,185,4,14.282314,1,2086,31672907,92.0,History of the World: Part I,6.5,204,1,1981,6,12
11000000,9,4,7.645979,1,2086,38105395,114.0,The Secret Life of Bees,7.4,158,1,2008,9,17
11000000,17,4,3.495758,1,2086,23978402,86.0,Corky Romano,4.1,54,1,2001,10,12
12000000,1,4,7.558959,2,2086,37170057,91.0,Raising Cain,5.9,65,1,1992,8,7
11,3,4,3.375208,1,2086,11,145.0,F.I.S.T.,6.4,29,1,1978,4,26
12000000,11,4,4.234269,1,2086,4884663,100.0,Invaders from Mars,5.5,57,1,1986,1,1
11000000,89,4,39.337949,1,2,62076141,111.0,Brooklyn,7.2,1213,1,2015,10,20
11000000,9,4,29.543331,2,141,20000000,184.0,Barry Lyndon,7.7,505,1,1975,12,18
24000000,185,4,4.12064,1,2086,14782676,89.0,Out Cold,5.8,53,1,2001,11,21
24000000,185,4,2.259537,1,2086,13700000,84.0,The Ladies Man,5.7,34,1,2000,10,13
11000000,19,4,7.722021,1,67,59520298,98.0,Quartet,6.3,139,1,2012,9,8
11000000,82,4,7.063053,3,2086,23430766,95.0,Tomcats,4.9,74,1,2001,3,30
11000000,10,4,16.003958,1,1,13110448,100.0,Frailty,7.0,334,1,2001,11,17
11000000,195,4,21.204929,1,141,61619773,120.0,Woman in Gold,7.3,440,1,2015,4,10
14000000,82,4,9.371811,1,66,6413915,86.0,Slackers,5.4,60,1,2002,2,1
11000000,13,4,33.282794,46,2086,30000000,118.0,What's Eating Gilbert Grape,7.5,919,1,1993,12,17
10000000,32,4,3.208172,1,3,4069090,125.0,The Visual Bible: The Gospel of John,8.2,12,1,2003,9,11
11000000,61,4,1.187671,2,2086,2832826,113.0,The Perez Family,6.6,9,1,1995,5,12
11000000,13,4,36.319205,1,1,32935319,105.0,Inside Llewyn Davis,7.2,834,1,2013,10,6
11000000,1,4,9.705589,13,1,2807854,98.0,Return to the Blue Lagoon,5.1,153,1,1991,8,2
11000000,32,4,1.396985,1,2086,2200000,124.0,The Molly Maguires,5.9,16,1,1970,1,27
10800000,5,4,32.943848,2,2086,113857533,92.0,Saw V,5.9,820,1,2008,10,23
7400000,89,9,3.246903,1,6,17000000,193.0,Kabhi Alvida Naa Kehna,6.1,42,1,2006,8,11
14000000,19,4,4.519523,1,141,18535191,97.0,An Ideal Husband,6.3,46,1,1999,4,15
10500000,1,4,86.201184,1,12,68700000,149.0,2001: A Space Odyssey,7.9,2998,1,1968,4,10
10500000,1,4,56.105798,5,2086,792910554,115.0,E.T. the Extra-Terrestrial,7.3,3269,1,1982,4,3
10000000,6,4,12.792446,1,2086,17500000,97.0,In the Land of Women,5.8,160,1,2007,4,16
10500000,23,4,0.037073,1,2086,123509,99.0,There Goes My Baby,8.5,2,1,1994,9,2
12000000,7,4,5.759545,1,3,9622846,145.0,For Greater Glory - The True Story of Cristiada,6.4,35,1,2012,6,1
10000000,195,4,43.734886,1,66,225933435,126.0,Good Will Hunting,7.9,2811,1,1997,12,5
10000000,5,4,33.124871,1,2086,163876815,108.0,Saw III,6.1,1071,1,2006,10,27
10000000,17,4,10.892398,1,2086,85300000,106.0,Stripes,6.5,249,1,1981,6,25
28000000,185,4,14.754281,2,2086,90449929,98.0,Bring It On,5.8,568,1,2000,8,25
10000000,1,4,53.727146,1,33,118587880,105.0,The Purge: Election Year,6.1,1306,1,2016,6,29
10000000,82,4,8.9876,1,2086,103166989,95.0,She's All That,5.7,418,1,1999,1,29
10000000,5,4,29.244768,1,2086,139352633,93.0,Saw IV,5.9,903,1,2007,10,25
10000000,9,4,14.447723,1,6,91196419,101.0,White Noise,5.6,261,1,2005,1,7
6000000,19,4,5.882208,4,2086,57231524,110.0,Madea's Family Reunion,6.0,77,1,2006,2,24
13800000,195,4,17.3393,1,2086,52293982,119.0,The Color of Money,6.7,291,1,1986,10,7
10000000,3,4,19.524972,1,2086,50100000,178.0,The Longest Day,7.2,234,1,1962,9,25
10000000,18,4,8.932837,3,2086,50752337,101.0,The Mighty Ducks,6.4,198,1,1992,10,1
10000000,17,4,35.695442,1,11,183474602,92.0,The Grudge,5.8,865,1,2004,10,22
12000000,185,4,26.598884,1,2086,41205099,92.0,Happy Gilmore,6.5,755,1,1996,2,16
10000000,60,4,23.316208,1,93,59217789,90.0,Jeepers Creepers,6.1,720,1,2001,7,1
10000000,1,4,8.305998,1,67,37402877,153.0,Oliver!,7.0,103,1,1968,9,26
10000000,23,4,21.258991,1,1,136836156,124.0,The Best Exotic Marigold Hotel,6.9,459,1,2011,11,28
10000000,1,4,5.699058,1,2086,44460850,83.0,Recess: School's Out,6.6,67,1,2001,1,27
12305523,18,4,36.582038,3,11,36230219,107.0,Mad Max Beyond Thunderdome,5.9,748,1,1985,6,29
10000000,19,4,34.224204,1,2086,57500000,90.0,Commando,6.4,742,1,1985,10,3
10000000,17,4,38.179483,1,1,64188367,97.0,The Boy,5.8,1102,1,2016,1,22
10000000,17,4,30.934688,1,2086,33583175,80.0,Devil,5.8,816,1,2010,1,13
20000000,185,4,7.499639,26,2086,33526835,85.0,Friday After Next,6.0,100,1,2002,11,22
10000000,9,4,45.946524,2,66,104303851,97.0,Insidious: Chapter 3,6.2,983,1,2015,6,4
10000000,15,4,4.928777,1,2086,25754284,108.0,The Last Dragon,6.4,69,1,1985,3,22
10000000,5,4,10.125029,1,2,32101000,108.0,The Lawnmower Man,5.4,197,1,1992,3,5
9000000,5,4,20.452449,1,2086,32973937,89.0,Nick and Norah's Infinite Playlist,6.4,379,1,2008,10,3
10000000,1,4,14.543435,1,2086,30652890,130.0,Dogma,6.8,823,1,1999,11,12
10000000,1,4,12.902975,23,2086,29450919,101.0,Twilight Zone: The Movie,6.2,161,1,1983,6,24
15000000,32,4,6.216203,1,2086,30050028,114.0,Road House,6.3,252,1,1989,5,19
10000000,17,4,3.290639,2,2086,29392418,100.0,A Low Down Dirty Shame,6.0,31,1,1994,11,23
8500000,34,4,4.844451,1,2086,34411240,84.0,Swimfan,5.0,70,1,2002,9,6
12000000,82,4,9.559737,3,2086,38368909,103.0,Employee of the Month,5.3,153,1,2006,10,6
10000000,61,4,11.350382,28,2086,25605015,100.0,Can't Hardly Wait,6.1,122,1,1998,6,12
10000000,21,4,13.455373,1,2086,33697647,91.0,The Outsiders,6.9,291,1,1983,3,25
65000000,12,4,31.974359,1,2086,143695338,102.0,Pete's Dragon,6.2,679,1,2016,8,10
10000000,4,4,16.78512,1,2086,20766616,103.0,The Dead Zone,6.9,311,1,1983,10,21
10000000,36,4,26.090495,1,2086,52882018,97.0,Sinister 2,5.4,581,1,2015,8,19
14000000,13,4,2.698185,1,2086,24637469,116.0,Sparkle,5.8,36,1,2012,8,17
10000000,2,4,22.888173,1,2086,42333295,98.0,The Fourth Kind,5.8,441,1,2009,11,6
9000000,68,4,18.289303,15,2086,17096053,93.0,Rushmore,7.5,676,1,1998,9,17
10000000,11,4,26.268209,1,2086,66821036,100.0,Skyline,4.7,507,1,2010,11,11
10000000,23,4,17.592299,1,141,85978266,122.0,The Second Best Exotic Marigold Hotel,6.3,272,1,2015,2,26
10000000,89,4,3.079862,3,2086,16153593,129.0,Mo' Better Blues,6.3,47,1,1990,8,3
11000000,1,4,32.579697,1,2086,48572000,96.0,Tremors,6.6,864,1,1990,1,19
12600000,60,4,33.555764,1,93,28650575,84.0,Wrong Turn,6.0,635,1,2003,5,30
10000000,1,4,2.959547,9,2086,15795189,99.0,The Long Riders,6.6,50,1,1980,5,12
25000000,2,4,4.068107,1,2086,15156200,110.0,The Corruptor,6.0,57,1,1999,3,12
10000000,195,4,17.663353,1,2086,21587700,130.0,Mud,7.0,1068,1,2013,5,1
10000000,2,4,4.207456,1,2086,20342161,84.0,Reno 911!: Miami,5.6,72,1,2007,2,23
6400000,195,4,21.006078,1,67,35057696,99.0,My Week with Marilyn,6.6,406,1,2011,10,17
10000000,1,4,5.647538,9,93,17297244,96.0,The Matador,6.2,136,1,2005,5,12
5000000,4,4,27.247013,1,2086,58978653,108.0,The Gift,6.7,1049,1,2015,7,30
10000000,19,4,18.366362,1,2086,12827813,89.0,Office Space,7.4,1050,1,1999,2,19
10000000,185,4,6.736274,1,2086,10571408,98.0,Drop Dead Gorgeous,6.4,86,1,1999,7,23
10000000,195,4,28.570174,1,66,28883511,105.0,Big Eyes,6.8,1196,1,2014,12,24
30000000,3,4,5.671691,1,2086,9898412,100.0,Very Bad Things,6.2,179,1,1998,9,11
10000000,1,4,9.525626,1,2086,8801940,114.0,Body Double,6.4,137,1,1984,10,25
10000000,15,4,14.038512,3,2086,6110000,90.0,MacGruber,5.1,179,1,2010,5,21
6000000,185,4,35.350303,1,2086,32438988,90.0,Movie 43,4.4,797,1,2013,1,1
10000000,1,4,30.863082,1,2086,9636289,101.0,Seeking a Friend for the End of the World,6.3,700,1,2012,6,22
20000000,195,4,73.567232,1,2086,23875127,119.0,American History X,8.2,3016,1,1998,10,30
18000000,1,4,6.18869,1,1,9495408,131.0,The Red Violin,7.3,99,1,1998,9,10
9500000,185,4,14.105392,1,2086,7800000,88.0,Bad Words,6.4,334,1,2013,9,6
10000000,82,4,14.905357,1,67,33000000,100.0,"Run, Fatboy, Run",6.2,238,1,2007,9,6
10000000,2,4,0.518056,33,2086,2154696,79.0,Heartbeeps,3.8,6,1,1981,12,18
9000000,195,4,12.172131,2,2086,21571189,121.0,Black or White,6.5,115,1,2014,9,6
10000000,2,4,17.078656,23,2086,7177143,126.0,Rescue Dawn,6.9,336,1,2006,9,9
10000000,2,4,16.318608,1,2086,10835752,107.0,Danny Collins,6.6,183,1,2015,3,19
10000000,23,4,10.409155,1,2086,4417580,83.0,"Jeff, Who Lives at Home",6.1,217,1,2011,9,13
11500000,19,4,4.850402,1,141,3275585,100.0,Romeo Is Bleeding,5.7,36,1,1993,9,13
10000000,3,4,8.902102,4,2086,3193102,89.0,The Limey,6.6,105,1,1999,5,15
6500000,195,4,28.223163,1,93,98410061,112.0,Crash,7.2,1149,1,2004,1,13
10000000,89,4,3.007816,1,1,5164404,140.0,The House of Mirth,6.4,25,1,2000,9,23
10000000,60,4,19.865989,1,2086,40055439,95.0,The Forest,4.8,448,1,2016,1,7
14000000,1,4,0.310513,1,3,439564,118.0,Sphinx,6.0,2,1,1981,2,11
10000000,2,4,19.263477,1,2086,7587485,97.0,While We're Young,5.8,383,1,2015,4,3
10000000,195,4,4.123533,1,2086,1759252,98.0,A Better Life,7.0,54,1,2011,6,24
10000000,2,4,3.988432,1,2086,1631839,101.0,Gun Shy,5.4,24,1,2000,2,4
20000000,11,4,19.494703,1,2086,1969193,105.0,The Iceman,6.4,365,1,2012,9,1
10000000,30,4,16.436178,1,2086,3665069,102.0,Killer Joe,6.5,425,1,2011,9,10
10000000,68,4,14.979375,1,2086,7022728,96.0,The Joneses,6.1,210,1,2009,9,13
10000000,89,4,10.733761,1,1,21786738,111.0,My Blueberry Nights,6.0,190,1,2007,5,16
10000000,82,4,4.570043,1,1,598645,89.0,Swept Away,4.8,50,1,2002,10,11
7700000,34,4,7.554799,1,1,1072602,123.0,Coriolanus,5.9,131,1,2011,2,14
10000000,82,4,9.805551,1,2086,295750,99.0,World's Greatest Dad,6.5,177,1,2009,8,20
10000000,185,4,0.666218,6,2086,45779,86.0,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9,1,1998,2,20
10000000,34,4,5.145655,2,11,17472,111.0,Strangerland,5.1,83,1,2015,7,1
10000000,185,4,1.728816,1,2086,9069,85.0,Janky Promoters,7.0,5,1,2009,10,16
10,5,11,1.617943,1,1,11,85.0,Of Horses and Men,6.9,26,1,2013,8,30
10,60,4,10.013629,1,2086,10000000,99.0,Nurse 3-D,4.9,119,1,2013,9,28
9500000,185,4,19.978021,1,2086,17164377,107.0,Adventureland,6.4,737,1,2009,4,3
9600000,89,4,3.588529,4,2086,4386236,144.0,The Lost City,6.0,24,1,2005,9,3
11000000,185,4,9.337388,26,2086,59827328,98.0,Next Friday,6.4,135,1,2000,1,12
9500000,5,4,28.675891,7,67,111584787,117.0,You Only Live Twice,6.5,531,1,1967,6,12
8900000,89,7,17.151293,1,1,19839492,127.0,Amour,7.5,400,1,2012,7,1
10500000,60,4,11.225044,23,2086,14144000,98.0,Poltergeist III,4.5,123,1,1988,6,10
9400000,2,4,14.562991,1,2086,60000000,163.0,"It's a Mad, Mad, Mad, Mad World",7.0,140,1,1963,11,7
12899867,61,5,19.747809,1,4,85582407,121.0,Volver,7.3,406,1,2006,3,16
7400000,8,2,36.173598,1,1,21817298,136.0,Melancholia,7.0,885,1,2011,5,26
11000000,3,4,94.184658,2,12,104931801,117.0,Alien,7.9,4470,1,1979,5,25
85000,36,4,29.262427,1,2086,30859000,83.0,The Texas Chain Saw Massacre,7.2,590,1,1974,10,1
10000000,13,4,17.611971,1,2086,2995811,106.0,The Runaways,6.3,254,1,2010,3,19
9000000,89,4,7.623979,1,2086,83304330,181.0,Fiddler on the Roof,7.4,134,1,1971,11,3
5500000,24,4,31.036,2,1,141195658,130.0,Thunderball,6.5,562,1,1965,12,16
7000000,61,12,7.720692,1,3,8220215,110.0,Loose Cannons,7.0,118,1,2010,2,12
9000000,3,4,6.717994,26,2086,41590886,118.0,Set It Off,6.9,66,1,1996,11,6
9000000,23,4,3.951041,3,2086,34573780,120.0,The Best Man,6.8,38,1,1999,10,22
9000000,60,4,27.600843,9,2086,44196684,87.0,Child's Play,6.3,581,1,1988,11,8
9000000,16,4,14.098952,4,2086,24538513,123.0,Sicko,7.3,235,1,2007,5,18
9000000,60,4,82.975841,1,33,108782847,104.0,The Purge: Anarchy,6.6,1954,1,2014,7,17
26000000,30,4,11.233081,26,2086,28780255,118.0,Boiler Room,6.5,201,1,2000,2,18
40600000,185,4,34.022209,1,2086,90400000,116.0,Trading Places,7.1,738,1,1983,6,7
9000000,60,4,4.134327,13,66,21510851,84.0,Black Christmas,4.8,119,1,2006,12,25
9000000,68,4,2.062087,9,2086,4777465,97.0,Igby Goes Down,6.5,95,1,2002,9,13
9000000,185,4,8.738737,1,2086,4350774,79.0,PCU,6.0,41,1,1994,4,29
9000000,195,4,2.365328,1,2086,2955039,97.0,Gracie,6.0,17,1,2007,6,1
9000000,2,4,9.933926,1,2086,18663238,84.0,Glee: The Concert Movie,6.8,79,1,2011,8,11
6000000,185,7,5.119593,1,19,14348529,98.0,Barbecue,5.8,214,1,2014,4,30
9000000,195,4,0.717811,1,2086,771499,130.0,Princess Kaiulani,4.8,14,1,2010,5,14
5000000,1,4,1.458884,1,11,140666,86.0,Opal Dream,6.1,7,1,2006,11,22
9000000,82,4,2.009597,1,2086,1046166,97.0,Undiscovered,4.5,12,1,2005,8,26
5000000,3,4,16.072466,1,11,328203506,97.0,Crocodile Dundee,6.3,503,1,1986,9,26
86000000,4,4,18.172736,1,2086,14373825,84.0,Awake,6.3,395,1,2007,11,28
8500000,7,4,24.750909,23,2086,32222567,97.0,The Lost Boys,6.8,538,1,1987,7,31
7000000,10,4,17.697042,1,2086,39462438,112.0,Crazy Heart,6.8,274,1,2009,12,16
9250000,10,4,7.000949,25,2086,29174648,125.0,The Rose,6.8,28,1,1979,11,7
8500000,185,4,11.436405,1,2086,22456509,96.0,Baggage Claim,5.6,85,1,2013,9,27
9000000,11,4,14.171759,1,2086,2500000,98.0,Barbarella,5.7,146,1,1968,10,10
12000000,195,4,3.604863,1,8,20138836,122.0,The Namesake,6.8,50,1,2006,9,2
8500000,17,4,40.28709,1,2086,43528634,100.0,The DUFF,6.8,1322,1,2015,2,20
22000000,89,4,3.809131,1,2086,5271666,104.0,Glitter,3.4,38,1,2001,9,21
8500000,89,4,9.230073,1,1,4440055,119.0,Bright Star,6.8,107,1,2009,11,5
12000000,89,4,14.719886,1,8,42345360,145.0,My Name Is Khan,7.7,232,1,2010,2,12
9000000,5,4,28.540614,1,2086,6108720,106.0,All Is Lost,6.6,671,1,2013,10,18
6500000,14,4,6.787967,1,1,22889018,124.0,The Wind That Shakes the Barley,7.1,154,1,2006,5,18
7700000,3,9,3.353176,1,6,46000000,159.0,Yeh Jawaani Hai Deewani,7.2,79,1,2013,5,31
8250000,10,4,7.973109,23,2086,30000000,171.0,Quo Vadis,7.0,63,1,1951,11,8
8000000,7,4,121.463076,1,2086,213928762,154.0,Pulp Fiction,8.3,8428,1,1994,10,8
8500000,30,4,89.095538,1,2086,38697217,117.0,Nightcrawler,7.6,3395,1,2014,10,23
8500000,11,4,2.62082,1,2086,5001655,104.0,Club Dread,5.1,107,1,2004,2,27
8200000,3,4,37.960289,1,2086,286214286,174.0,The Sound of Music,7.4,941,1,1965,3,2
8000000,3,4,21.735068,15,2086,69821334,111.0,Splash,6.1,321,1,1984,3,9
8000000,68,4,14.793177,1,2086,100523181,102.0,Little Miss Sunshine,7.5,1686,1,2006,7,26
8000000,21,4,51.109279,1,2086,52287414,89.0,Stand by Me,7.8,1522,1,1986,8,22
5000000,5,4,45.490374,1,67,82719885,113.0,28 Days Later,7.1,1777,1,2002,10,31
8000000,21,4,26.356697,1,2086,43000000,111.0,Escape from Alcatraz,7.2,561,1,1979,6,22
8000000,82,4,37.821106,2,2086,26049082,94.0,That Awkward Moment,6.1,1004,1,2014,1,29
6500000,24,4,25.289665,7,141,81974493,142.0,On Her Majesty's Secret Service,6.5,456,1,1969,12,12
14000000,1,4,14.730796,26,2086,18090181,112.0,New Nightmare,6.4,291,1,1994,10,13
8000000,1,4,4.482714,1,2086,22593409,91.0,Drive Me Crazy,5.8,62,1,1999,10,1
8000000,195,4,4.932893,1,2086,18948425,112.0,Akeelah and the Bee,6.7,81,1,2006,4,28
8000000,19,4,7.894489,33,2086,17460020,82.0,Half Baked,6.4,177,1,1998,1,16
8000000,185,4,13.987772,1,66,29010817,97.0,New in Town,5.2,99,1,2009,1,30
7000000,4,4,45.310443,1,66,34266564,102.0,American Psycho,7.3,2066,1,2000,4,13
8000000,19,4,9.799177,1,1,16856124,93.0,The Good Girl,6.1,181,1,2002,1,12
8000000,17,7,5.069095,1,9,12671300,116.0,Bon Cop Bad Cop,6.5,42,1,2006,7,6
8000000,18,4,13.517017,1,2086,10629321,118.0,The Boondock Saints II: All Saints Day,5.9,261,1,2009,11,24
8000000,185,4,45.395839,1,2086,74952305,92.0,Easy A,6.7,2210,1,2010,9,10
8000000,5,4,5.93923,1,2086,8279017,92.0,Shadow of the Vampire,6.6,148,1,2000,5,15
8000000,185,4,11.837067,1,2086,10130000,104.0,Prom,5.7,134,1,2011,4,29
8000000,1,4,21.024346,1,2086,5659286,90.0,Anomalisa,7.0,459,1,2015,12,30
8000000,68,4,7.235794,1,67,18124262,129.0,Another Year,7.0,97,1,2010,11,5
8000000,32,4,8.403859,1,2086,2275557,79.0,Showdown in Little Tokyo,5.7,95,1,1991,8,23
8000000,68,4,13.143045,4,2086,6491240,101.0,It's Kind of a Funny Story,6.9,672,1,2010,7,6
8000000,89,4,8.717235,2,2086,589304,106.0,Prefontaine,6.7,21,1,1997,1,24
8000000,1,4,35.735689,1,2086,63464861,104.0,Begin Again,7.3,1254,1,2013,9,7
8000000,89,4,7.433574,1,2086,852872,112.0,Down in the Valley,5.9,63,1,2005,5,13
8000000,4,4,4.090382,1,2086,458232,99.0,Brooklyn Rules,5.8,18,1,2007,4,30
8000000,1,4,5.244518,1,9,426224,91.0,Fido,6.6,135,1,2006,9,7
8000000,17,4,10.791954,1,10,3453043,98.0,Wild Target,6.4,215,1,2010,6,17
8000000,195,4,6.500835,1,1,53086,112.0,Aloft,5.1,41,1,2014,2,12
8000000,1,13,39.338097,1,11,553171,124.0,Akira,7.8,773,1,1988,7,16
22000000,8,4,12.893219,1,93,413454,97.0,The Death and Life of Bobby Z,5.8,103,1,2007,7,23
7800000,7,4,11.000654,1,10,22441323,102.0,Swimming Pool,6.4,153,1,2003,5,18
7500000,68,4,19.585801,1,2086,145793296,99.0,Driving Miss Daisy,7.0,350,1,1989,12,13
7500000,1,1,17.318839,2,2,32392047,91.0,Rumble in the Bronx,6.5,240,1,1995,1,30
6500000,68,4,29.01153,1,2086,24793509,92.0,Thank You for Smoking,7.1,664,1,2005,9,5
10200000,36,4,20.745052,1,2086,35619521,93.0,Hostel: Part II,5.6,453,1,2007,6,8
7500000,89,4,16.990308,2,141,26096852,100.0,An Education,6.8,409,1,2009,10,29
10284523,61,4,4.820166,1,2086,11588205,104.0,Shopgirl,5.7,75,1,2005,10,21
6500000,19,4,8.526635,1,66,12633747,105.0,Narc,6.8,142,1,2002,1,14
8000000,185,4,14.652342,9,2086,10848783,92.0,Extract,5.7,192,1,2009,9,3
8000000,195,4,7.802245,1,2,5634828,113.0,Albert Nobbs,6.2,132,1,2011,12,21
7500000,34,3,25.281197,1,6,19000000,107.0,The Wave,7.5,841,1,2008,3,11
7000000,6,4,38.150787,1,1,1333124,117.0,The Neon Demon,6.4,887,1,2016,6,8
7300000,1,4,16.829837,1,67,10329747,103.0,Harry Brown,6.7,348,1,2009,11,11
7500000,61,4,19.782725,1,2086,231411584,96.0,Juno,7.0,2244,1,2007,12,5
7200000,24,4,34.634181,7,141,116019547,120.0,Diamonds Are Forever,6.3,553,1,1971,12,13
6000000,22,4,143.659698,1,2086,245066411,175.0,The Godfather,8.4,5893,1,1972,3,14
4000000,10,4,18.422323,46,2086,92921203,95.0,Flashdance,6.1,302,1,1983,4,14
7500000,61,4,45.610993,1,2086,60722734,95.0,(500) Days of Summer,7.2,2904,1,2009,7,17
7000000,89,4,17.681707,1,1,116700000,121.0,The Piano,7.1,281,1,1993,5,19
7000000,23,4,35.897151,1,2086,167221571,110.0,Magic Mike,6.1,1040,1,2012,6,28
